layer,person_id,name_raw,script,surname_candidates,spine_candidates,period,subgroup,name_ar,spine_candidates_ar,first_year,max_rank_level,ever_head_of_government,birth_governorate
ministers,Q16855250,Hafedh Laamouri,lat,LAAMOURI,LMR,transition,Sfax,حافظ العموري,MR,2014,3,False,Sfax
ministers,Q16855252,Lassaad Lachaal,lat,LACHAAL,LSL,transition,Tunis,لسعد لشعل,LSL,2014,3,False,Tunis
ministers,Q16855255,Hédi Larbi,lat,LARBI,LRB,transition,,الهادي بالعربي,BLRB,2014,3,False,
ministers,Q16889653,Mourad Sakli,lat,SAKLI,SKL,transition,Tunis,مراد الصقلي,SKL,2014,3,False,Tunis
ministers,Q17154190,Ridha Sfar,lat,SFAR,SFR,transition,Mahdia,رضا صفر,SFR,2014,3,False,Mahdia
ministers,Q17425841,Slaheddine Ben Mbarek,lat,BEN MBAREK|MBAREK,BMBRK|MBRK,bourguiba,Béja,صلاح الدين بن مبارك,BMBRK|MBRK,1977,3,False,Béja
ministers,Q17425841,Slaheddine Ben Mbarek,lat,BEN MBAREK|MBAREK,BMBRK|MBRK,ben_ali,Béja,صلاح الدين بن مبارك,BMBRK|MBRK,1977,3,False,Béja
ministers,Q17580016,Mabrouk Bahri,lat,BAHRI,BHR,ben_ali,,مبروك البحري,BHR,1989,3,False,
ministers,Q18384881,Abderrazak Ben Khelifa,lat,BEN KHELIFA|KHELIFA,BNXLF|XLF,transition,Sfax,عبد الرزاق بن خليفة,BNXLF|XLF,2014,3,False,Sfax
ministers,Q18398343,Mohamed Karim El Jamoussi,lat,EL JAMOUSSI|JAMOUSSI,JMS|JMS,transition,Tunis,محمد كريم الجموسي,JMS,2014,3,False,Tunis
ministers,Q18398343,Mohamed Karim El Jamoussi,lat,EL JAMOUSSI|JAMOUSSI,JMS|JMS,second_republic,Tunis,محمد كريم الجموسي,JMS,2014,3,False,Tunis
ministers,Q18399544,Hamouda Ben Slama,lat,BEN SLAMA|SLAMA,BNSLM|SLM,ben_ali,,حمودة بن سلامة,BNSLM|SLM,1988,3,False,
ministers,Q18610841,Anouar Ben Khelifa,lat,BEN KHELIFA|KHELIFA,BNXLF|XLF,transition,Ben Arous,أنور بن خليفة,BNXLF|XLF,2014,3,False,Ben Arous
ministers,Q18610883,Hédi Bouricha,lat,BOURICHA,BRS,bourguiba,Sfax,الهادي بوريشة,BRS,1980,3,False,Sfax
ministers,Q18880483,Mohamed Najem Gharsalli,lat,GHARSALLI,VRSL,second_republic,Kasserine,محمد الناجم الغرسلي,VRSL,2015,3,False,Kasserine
ministers,Q1890995,Mustapha Ben Jaafar,lat,BEN JAAFAR|JAAFAR,BNJFR|JFR,ben_ali,Tunis,مصطفى بن جعفر,BNJFR|JFR,2011,3,False,Tunis
ministers,Q1890995,Mustapha Ben Jaafar,lat,BEN JAAFAR|JAAFAR,BNJFR|JFR,transition,Tunis,مصطفى بن جعفر,BNJFR|JFR,2011,3,False,Tunis
ministers,Q19060284,Houcine Chouk,lat,CHOUK,SK,ben_ali,Tozeur,حسين الشوك,SK,1989,3,False,Tozeur
ministers,Q19060286,Moncef Ben Abdallah,lat,BEN ABDALLAH|ABDALLAH,BMBDLH|BDLH,ben_ali,Tunis,المنصف بن عبد الله,BMBDL|BDL,1997,3,False,Tunis
ministers,Q19060293,Slaheddine Belaïd,lat,BELAID,BLD,ben_ali,Monastir,صلاح الدين بلعيد,BLD,1997,3,False,Monastir
ministers,Q19060301,Ridha Ferchiou,lat,FERCHIOU,FRS,ben_ali,Tunis,رضا فرشيو,FRS,1997,3,False,Tunis
ministers,Q19060319,Slaheddine Cherif,lat,CHERIF,SRF,ben_ali,Tunis,صلاح الدين الشريف,SRF,1989,5,False,Tunis
ministers,Q19060320,Fethi Merdassi,lat,MERDASSI,MRDS,ben_ali,Jendouba,فتحي المرداسي,MRDS,1989,3,False,Jendouba
ministers,Q19060337,Samira Khayach Belhaj,lat,BELHAJ,BLHJ,ben_ali,Tunis,سميرة خياش,XS,1999,3,False,Tunis
ministers,Q19060346,Chedly Laroussi,lat,LAROUSSI,LRS,ben_ali,Médenine,الشاذلي العروسي,RS,1989,3,False,Médenine
ministers,Q19248970,Farhat Horchani,lat,HORCHANI,HRSN,second_republic,Tunis,فرحات الحرشاني,HRSN,2015,3,False,Tunis
ministers,Q19345818,Selma Elloumi,lat,ELLOUMI,LM,second_republic,Tunis,سلمى اللومي الرقيق,RK,2015,3,False,Tunis
ministers,Q1951854,Mohamed Masmoudi,lat,MASMOUDI,MSMD,protectorate,Mahdia,محمد المصمودي,MSMD,1954,2,False,Mahdia
ministers,Q1951854,Mohamed Masmoudi,lat,MASMOUDI,MSMD,protectorate_end,Mahdia,محمد المصمودي,MSMD,1954,2,False,Mahdia
ministers,Q1951854,Mohamed Masmoudi,lat,MASMOUDI,MSMD,monarchy,Mahdia,محمد المصمودي,MSMD,1954,2,False,Mahdia
ministers,Q1951854,Mohamed Masmoudi,lat,MASMOUDI,MSMD,bourguiba,Mahdia,محمد المصمودي,MSMD,1954,2,False,Mahdia
ministers,Q19543880,Amel Azzouz,lat,AZZOUZ,Z,second_republic,Gabès,آمال عزوز,Z,2015,3,False,Gabès
ministers,Q19544121,Majdouline Cherni,lat,CHERNI,SRN,second_republic,Bizerte,ماجدولين الشارني,SRN,2015,3,False,Bizerte
ministers,Q19544690,Fayçal Gouiaa,lat,GOUIAA,K,transition,,فيصل قويعة,K,2014,3,False,
ministers,Q19544932,Zied Ladhari,lat,LADHARI,LDR,second_republic,Sousse,زياد العذاري,DR,2015,3,False,Sousse
ministers,Q19606694,Mohamed Ben Salem,lat,BEN SALEM|SALEM,BNSLM|SLM,protectorate,Tunis,,,1950,3,False,Tunis
ministers,Q19629356,Sadok Rabah,lat,RABAH,RBH,ben_ali,Gabès,الصادق رابح,RBH,1988,3,False,Gabès
ministers,Q19631455,Bochra Belhaj Hmida,lat,HMIDA,HMD,ben_ali,Zaghouan,بشرى بلحاج حميدة,BLHJHMD|HMD,1995,3,False,Zaghouan
ministers,Q19848008,Moez Chakchouk,lat,CHAKCHOUK,SKSK,second_republic,Mahdia,معز شقشوق,SKSK,2020,3,False,Mahdia
ministers,Q19951841,Maher Ben Dhia,lat,BEN DHIA|DHIA,BND|D,second_republic,Sfax,ماهر بن ضياء,BND|D,2015,3,False,Sfax
ministers,Q19955807,Noomane Fehri,lat,FEHRI,FHR,second_republic,Nabeul,نعمان الفهري,FHR,2015,3,False,Nabeul
ministers,Q19956120,Zakaria Hamad,lat,HAMAD,HMD,second_republic,Le Kef,زكرياء حمد,HMD,2015,3,False,Le Kef
ministers,Q19956225,Néji Jalloul,lat,JALLOUL,JL,second_republic,Monastir,ناجي جلول,JL,2015,3,False,Monastir
ministers,Q19956346,Sadok Korbi,lat,KORBI,KRB,ben_ali,Monastir,الصادق القربي,KRB,1999,3,False,Monastir
ministers,Q19956395,Latifa Lakhdar,lat,LAKHDAR,LXDR,second_republic,Médenine,لطيفة لخضر,LXDR,2015,3,False,Médenine
ministers,Q20047058,Ahmed Chtourou,lat,CHTOUROU,STR,bourguiba,Sfax,أحمد شطورو,STR,1971,3,False,Sfax
ministers,Q20391000,حاتم العشي,ar,العشي,S,second_republic,Jendouba,حاتم العشي,S,2015,3,False,Jendouba
ministers,Q20412385,Ridha Lahouel,lat,LAHOUEL,LHL,second_republic,Monastir,رضا لحول,LHL,2015,3,False,Monastir
ministers,Q20417790,René Trabelsi,lat,TRABELSI,TRBLS,second_republic,Médenine,روني الطرابلسي,TRBLS,2016,3,False,Médenine
ministers,Q20423358,Mahmoud Ben Romdhane,lat,BEN ROMDHANE|ROMDHANE,BNRMDN|RMDN,second_republic,Tunis,محمود بن رمضان,BNRMDN|RMDN,2015,3,False,Tunis
ministers,Q204487,Zine El Abidine Ben Ali,lat,BEN ALI|ALI,BNL|L,bourguiba,Sousse,زين العابدين بن علي,BNL|L,1984,0,True,Sousse
ministers,Q20643083,Mohamed Yalaoui,lat,YALAOUI,L,bourguiba,Jendouba,محمد اليعلاوي,L,1978,3,False,Jendouba
ministers,Q20991574,Chiheb Bouden,lat,BOUDEN,BDN,second_republic,Kairouan,شهاب بودن,BDN,2015,3,False,Kairouan
ministers,Q21084499,Boutheina Ben Yaghlane,lat,BEN YAGHLANE|YAGHLANE,BNVLN|VLN,second_republic,Tunis,بثينة بن يغلان,BNVLN|VLN,2015,3,False,Tunis
ministers,Q21091553,Mohamed Fadhel Mahfoudh,lat,MAHFOUDH,MHFD,second_republic,Gafsa,محمد الفاضل محفوظ,MHFZ,2016,3,False,Gafsa
ministers,Q21511555,Ghazi Chaouachi,lat,CHAOUACHI,S,second_republic,Tunis,غازي الشواشي,S,2020,3,False,Tunis
ministers,Q21996842,Hédi Majdoub,lat,MAJDOUB,MJDB,second_republic,Nabeul,الهادي المجدوب,MJDB,2015,3,False,Nabeul
ministers,Q22210502,Nejib Derouiche,lat,DEROUICHE,DRS,second_republic,Bizerte,نجيب درويش,DRS,2015,3,False,Bizerte
ministers,Q22211169,Anis Ghedira,lat,GHEDIRA,VDR,second_republic,Monastir,أنيس غديرة,VDR,2015,3,False,Monastir
ministers,Q22282799,Hela Cheikhrouhou,lat,CHEIKHROUHOU,SXRH,second_republic,Tunis,هالة شيخ روحو,SXRH|RH,2016,3,False,Tunis
ministers,Q22344522,Ahlem Belhadj,lat,BELHADJ,BLHJ,ben_ali,Nabeul,أحلام بالحاج,BLHJ,2004,3,False,Nabeul
ministers,Q22344522,Ahlem Belhadj,lat,BELHADJ,BLHJ,transition,Nabeul,أحلام بالحاج,BLHJ,2004,3,False,Nabeul
ministers,Q2268624,Chedli Klibi,lat,KLIBI,KLB,bourguiba,Tunis,الشاذلي القليبي,KLB,1961,3,False,Tunis
ministers,Q22928978,Lassaad Ben Osman,lat,BEN OSMAN|OSMAN,BNSMN|SMN,bourguiba,Tunis,الأسعد بن عصمان,BNSMN|SMN,1967,3,False,Tunis
ministers,Q23017371,Mohamed Salah Arfaoui,lat,ARFAOUI,RF,second_republic,Bizerte,محمد صالح العرفاوي,RF,2015,3,False,Bizerte
ministers,Q2374730,Tahar Belkhodja,lat,BELKHODJA,BLXJ,bourguiba,Mahdia,الطاهر بلخوجة,BLXJ,1970,3,False,Mahdia
ministers,Q2388455,Taïeb Baccouche,lat,BACCOUCHE,BKS,ben_ali,Kairouan,الطيب البكوش,BKS,2011,3,False,Kairouan
ministers,Q2388455,Taïeb Baccouche,lat,BACCOUCHE,BKS,transition,Kairouan,الطيب البكوش,BKS,2011,3,False,Kairouan
ministers,Q2388455,Taïeb Baccouche,lat,BACCOUCHE,BKS,second_republic,Kairouan,الطيب البكوش,BKS,2011,3,False,Kairouan
ministers,Q24690603,Jalloul Jeribi,lat,JERIBI,JRB,ben_ali,Sfax,جلول الجريبي,JRB,1999,3,False,Sfax
ministers,Q24690887,Omar Mansour,lat,MANSOUR,MNSR,second_republic,Tunis,عمر منصور,MNSR,2015,3,False,Tunis
ministers,Q24752632,Mohamed Khalil,lat,KHALIL,XL,second_republic,,محمد خليل,XL,2015,3,False,
ministers,Q24951001,Hatem El Euchi,lat,EL EUCHI|EUCHI,S|S,second_republic,Tunis,,,2015,3,False,Tunis
ministers,Q25391268,Youssef Chahed,lat,CHAHED,SHD,second_republic,Tunis,يوسف الشاهد,SHD,2015,0,True,Tunis
ministers,Q25391292,Saâd Seddik,lat,SEDDIK,SDK,second_republic,,سعد الصديق,SDK,2015,3,False,
ministers,Q25451027,Taoufik Bouderbala,lat,BOUDERBALA,BDRBL,ben_ali,,توفيق بودربالة,BDRBL,1999,3,False,
ministers,Q25453450,Sayida Ounissi,lat,OUNISSI,NS,second_republic,Tunis,سيدة الونيسي,NS,2016,3,False,Tunis
ministers,Q25453793,محمد شقرون,ar,شقرون,SKRN,monarchy,,محمد شقرون,SKRN,1956,3,False,
ministers,Q26505382,Chokri Terzi,lat,TERZI,TRZ,second_republic,Siliana,شكري التارزي,TRZ,2015,3,False,Siliana
ministers,Q26505513,Mohsen Hassan,lat,HASSAN,HSN,second_republic,Mahdia,محسن حسن,HSN,2015,3,False,Mahdia
ministers,Q2655671,Mohamed Ghenima,lat,GHENIMA,VM,bourguiba,Sousse,محمد غنيمة,VM,1972,3,False,Sousse
ministers,Q26710667,Abdeljalil Ben Salem,lat,BEN SALEM|SALEM,BNSLM|SLM,second_republic,Gabès,عبد الجليل بن سالم,BNSLM|SLM,2016,3,False,Gabès
ministers,Q26831315,Nejmeddine Hamrouni,lat,HAMROUNI,HMRN,second_republic,Tunis,نجم الدين الحمروني,HMRN,2015,3,False,Tunis
ministers,Q26834002,Anouar Maârouf,lat,MAAROUF,MRF,second_republic,Monastir,أنور معروف,MRF,2016,2,False,Monastir
ministers,Q2688070,Saïd Ben Moustapha,lat,BEN MOUSTAPHA|MOUSTAPHA,BMSTF|MSTF,ben_ali,Tunis,سعيد بن مصطفى,BMSTF|MSTF,1989,3,False,Tunis
ministers,Q26905827,Néziha Labidi,lat,LABIDI,LBD,second_republic,,نزيهة العبيدي,BD,2016,3,False,
ministers,Q27179077,Farhat Dachraoui,lat,DACHRAOUI,DSR,bourguiba,Le Kef,فرحات الدشراوي,DSR,1971,3,False,Le Kef
ministers,Q27665914,Fadhel Abdelkefi,lat,ABDELKEFI,BDKF,second_republic,Tunis,فاضل عبد الكافي,BDKF|KF,2016,3,False,Tunis
ministers,Q27666209,Imed Hammami,lat,HAMMAMI,HM,second_republic,Nabeul,عماد الحمامي,HM,2016,3,False,Nabeul
ministers,Q27756614,Kamel Ayadi,lat,AYADI,D,ben_ali,,كمال العيادي,D,1999,3,False,
ministers,Q27756614,Kamel Ayadi,lat,AYADI,D,second_republic,,كمال العيادي,D,1999,3,False,
ministers,Q27756642,Abid Briki,lat,BRIKI,BRK,second_republic,Médenine,عبيد البريكي,BRK,2016,3,False,Médenine
ministers,Q27756741,Slaheddine Maaoui,lat,MAAOUI,M,ben_ali,Kairouan,صلاح الدين معاوي,M,1989,3,False,Kairouan
ministers,Q27758476,Khaled Chouket,lat,CHOUKET,SKT,second_republic,Sfax,خالد شوكات,SKT,2015,3,False,Sfax
ministers,Q28018980,Sana Ben Achour,lat,BEN ACHOUR|ACHOUR,BNSR|SR,ben_ali,Tunis,سناء بن عاشور,BNSR|SR,2008,3,False,Tunis
ministers,Q28105062,Mohamed Trabelsi,lat,TRABELSI,TRBLS,second_republic,,محمد الطرابلسي,TRBLS,2016,3,False,
ministers,Q281184,Ali Larayedh,lat,LARAYEDH,LRD,ben_ali,Médenine,علي العريض,RD,2011,0,True,Médenine
ministers,Q281184,Ali Larayedh,lat,LARAYEDH,LRD,transition,Médenine,علي العريض,RD,2011,0,True,Médenine
ministers,Q282026,Abdelaziz Ben Dhia,lat,BEN DHIA|DHIA,BND|D,bourguiba,Monastir,عبد العزيز بن ضياء,BND|D,1978,3,False,Monastir
ministers,Q282026,Abdelaziz Ben Dhia,lat,BEN DHIA|DHIA,BND|D,ben_ali,Monastir,عبد العزيز بن ضياء,BND|D,1978,3,False,Monastir
ministers,Q2820925,Abdallah Farhat,lat,FARHAT,FRHT,bourguiba,,عبد الله فرحات,FRHT,1964,3,False,
ministers,Q2820930,Abdallah Triki,lat,TRIKI,TRK,transition,,عبدالله التريكي,TRK,2011,5,False,
ministers,Q2820931,Abdallah Kallel,lat,KALLEL,KL,bourguiba,Sfax,عبد الله القلال,KL,1987,2,False,Sfax
ministers,Q2820931,Abdallah Kallel,lat,KALLEL,KL,ben_ali,Sfax,عبد الله القلال,KL,1987,2,False,Sfax
ministers,Q2820991,Abdelaziz Lasram,lat,LASRAM,LSRM,bourguiba,Tunis,عبد العزيز الأصرم,SRM,1974,3,False,Tunis
ministers,Q2820994,Abdelaziz Mathari,lat,MATHARI,MTR,bourguiba,,عبد العزيز المطهري,MTHR,1977,3,False,
ministers,Q2820997,Abdelaziz Mougou,lat,MOUGOU,MK,ben_ali,Sousse,,,2010,5,False,Sousse
ministers,Q2820999,Abdelaziz Rassâa,lat,RASSAA,RS,ben_ali,Tunis,عبد العزيز الرصاع,RS,1999,3,False,Tunis
ministers,Q2820999,Abdelaziz Rassâa,lat,RASSAA,RS,transition,Tunis,عبد العزيز الرصاع,RS,1999,3,False,Tunis
ministers,Q2821010,Abdelbaki Hermassi,lat,HERMASSI,HRMS,ben_ali,Kasserine,عبد الباقي الهرماسي,HRMS,1989,3,False,Kasserine
ministers,Q2821012,Abdelfattah Amor,lat,AMOR,MR,ben_ali,Monastir,عبد الفتاح عمر,MR,1999,3,False,Monastir
ministers,Q2821037,Abdelhakim Bouraoui,lat,BOURAOUI,BR,ben_ali,Sousse,عبد الحكيم بوراوي,BR,1999,5,False,Sousse
ministers,Q2821055,Abdelhamid Slama,lat,SLAMA,SLM,ben_ali,Monastir,عبد الحميد سلامة,SLM,1999,3,False,Monastir
ministers,Q2821057,Abdelhamid Triki,lat,TRIKI,TRK,ben_ali,Sfax,عبد الحميد التريكي,TRK,1999,3,False,Sfax
ministers,Q2821057,Abdelhamid Triki,lat,TRIKI,TRK,transition,Sfax,عبد الحميد التريكي,TRK,1999,3,False,Sfax
ministers,Q2821119,Abdelkrim Harouni,lat,HAROUNI,HRN,ben_ali,Tunis,عبد الكريم الهاروني,HRN,2011,3,False,Tunis
ministers,Q2821119,Abdelkrim Harouni,lat,HAROUNI,HRN,transition,Tunis,عبد الكريم الهاروني,HRN,2011,3,False,Tunis
ministers,Q2821127,Abdelkrim Zbidi,lat,ZBIDI,ZBD,ben_ali,Mahdia,عبد الكريم الزبيدي,ZBD,1999,3,False,Mahdia
ministers,Q2821127,Abdelkrim Zbidi,lat,ZBIDI,ZBD,transition,Mahdia,عبد الكريم الزبيدي,ZBD,1999,3,False,Mahdia
ministers,Q2821127,Abdelkrim Zbidi,lat,ZBIDI,ZBD,second_republic,Mahdia,عبد الكريم الزبيدي,ZBD,1999,3,False,Mahdia
ministers,Q2821146,Abdellatif Abid,lat,ABID,BD,ben_ali,Nabeul,عبد اللطيف عبيد,BD,2011,3,False,Nabeul
ministers,Q2821146,Abdellatif Abid,lat,ABID,BD,transition,Nabeul,عبد اللطيف عبيد,BD,2011,3,False,Nabeul
ministers,Q2821154,Abdellatif Mekki,lat,MEKKI,MK,ben_ali,Le Kef,عبد اللطيف المكي,MK,2011,3,False,Le Kef
ministers,Q2821154,Abdellatif Mekki,lat,MEKKI,MK,transition,Le Kef,عبد اللطيف المكي,MK,2011,3,False,Le Kef
ministers,Q2821154,Abdellatif Mekki,lat,MEKKI,MK,second_republic,Le Kef,عبد اللطيف المكي,MK,2011,3,False,Le Kef
ministers,Q2821210,Abdelwaheb Jemal,lat,JEMAL,JML,ben_ali,Sfax,عبد الوهاب جمال,JML,1999,5,False,Sfax
ministers,Q2821212,Abdelwahab Maatar,lat,MAATAR,MTR,ben_ali,Sfax,عبد الوهاب معطر,MTR,2011,3,False,Sfax
ministers,Q2821212,Abdelwahab Maatar,lat,MAATAR,MTR,transition,Sfax,عبد الوهاب معطر,MTR,2011,3,False,Sfax
ministers,Q2821241,Abderrahim Zouari,lat,ZOUARI,ZR,ben_ali,Le Kef,عبد الرحيم الزواري,ZR,1987,3,False,Le Kef
ministers,Q2821259,Abderrahmane Ladgham,lat,LADGHAM,LDVM,transition,Tunis,عبد الرحمن الأدغم,DVM,2011,3,False,Tunis
ministers,Q2821273,Mohamed Abderraouf El Basti,lat,EL BASTI|BASTI,BST|BST,ben_ali,Tunis,عبد الرؤوف الباسطي,BST,1999,3,False,Tunis
ministers,Q2821280,Abderrazak Zouari,lat,ZOUARI,ZR,ben_ali,Sfax,عبد الرزاق الزواري,ZR,2011,3,False,Sfax
ministers,Q2821280,Abderrazak Zouari,lat,ZOUARI,ZR,transition,Sfax,عبد الرزاق الزواري,ZR,2011,3,False,Sfax
ministers,Q2821297,Abdessalem Mansour,lat,MANSOUR,MNSR,ben_ali,Sousse,عبد السلام منصور,MNSR,1999,3,False,Sousse
ministers,Q2821308,Abdesselem Knani,lat,KNANI,KN,bourguiba,Sousse,عبد السلام الكناني,KN,1958,3,False,Sousse
ministers,Q2824176,Adel Gaâloul,lat,GAALOUL,KL,transition,Médenine,عادل قعلول,KL,2011,5,False,Médenine
ministers,Q2826117,Afif Chelbi,lat,CHELBI,SLB,ben_ali,Tunis,محمد عفيف شلبي,SLB,1999,3,False,Tunis
ministers,Q2826117,Afif Chelbi,lat,CHELBI,SLB,transition,Tunis,محمد عفيف شلبي,SLB,1999,3,False,Tunis
ministers,Q2827482,Ahmed Adhoum,lat,ADHOUM,DM,ben_ali,Kairouan,أحمد عظوم,ZM,2011,3,False,Kairouan
ministers,Q2827482,Ahmed Adhoum,lat,ADHOUM,DM,transition,Kairouan,أحمد عظوم,ZM,2011,3,False,Kairouan
ministers,Q2827482,Ahmed Adhoum,lat,ADHOUM,DM,second_republic,Kairouan,أحمد عظوم,ZM,2011,3,False,Kairouan
ministers,Q2827512,Ahmed Ben Salah,lat,BEN SALAH|SALAH,BNSLH|SLH,bourguiba,Monastir,أحمد بن صالح,BNSLH|SLH,1957,3,False,Monastir
ministers,Q2827529,Ahmed Brahim,lat,BRAHIM,BRHM,ben_ali,Médenine,أحمد إبراهيم,BRHM,2011,3,False,Médenine
ministers,Q2827529,Ahmed Brahim,lat,BRAHIM,BRHM,transition,Médenine,أحمد إبراهيم,BRHM,2011,3,False,Médenine
ministers,Q2827554,Ahmed Friaâ,lat,FRIAA,FR,ben_ali,Médenine,أحمد فريعة,FR,1989,3,False,Médenine
ministers,Q2827587,Ahmed Iyadh Ouederni,lat,OUEDERNI,DRN,ben_ali,Médenine,أحمد عياض الودرني,DRN,1999,3,False,Médenine
ministers,Q2827624,Ahmed Mestiri,lat,MESTIRI,MSTR,monarchy,Tunis,أحمد المستيري,MSTR,1956,3,False,Tunis
ministers,Q2827624,Ahmed Mestiri,lat,MESTIRI,MSTR,bourguiba,Tunis,أحمد المستيري,MSTR,1956,3,False,Tunis
ministers,Q2827627,Ahmed Noureddine,lat,NOUREDDINE,NRDN,bourguiba,Sousse,أحمد نور الدين,NRDN,1958,3,False,Sousse
ministers,Q2827633,Ahmed Néjib Chebbi,lat,CHEBBI,SB,ben_ali,Tunis,أحمد نجيب الشابي,SB,2011,3,False,Tunis
ministers,Q2827633,Ahmed Néjib Chebbi,lat,CHEBBI,SB,transition,Tunis,أحمد نجيب الشابي,SB,2011,3,False,Tunis
ministers,Q2827664,Ahmed Smaoui,lat,SMAOUI,SM,ben_ali,,أحمد السماوي,SM,1988,3,False,
ministers,Q2830956,Albert Bessis,lat,BESSIS,BS,protectorate_end,Tunis,ألبير بسيس,BS,1954,3,False,Tunis
ministers,Q2836165,Ali Bouhageb,lat,BOUHAGEB,BHJB,protectorate,Tunis,علي بوحاجب,BHJB,1947,3,False,Tunis
ministers,Q2836180,Ali Chaouch,lat,CHAOUCH,S,ben_ali,Siliana,علي الشاوش,S,1989,3,False,Siliana
ministers,Q2836334,Ali Sakkat,lat,SAKKAT,SKT,,Tunis,علي السقاط,SKT,,3,False,Tunis
ministers,Q2836376,Ali Zouaoui,lat,ZOUAOUI,Z,bourguiba,,علي الزواوي,Z,1970,3,False,
ministers,Q28465669,Ahmed Zarrouk,lat,ZARROUK,ZRK,second_republic,Sousse,أحمد زروق,ZRK,2015,3,False,Sousse
ministers,Q28502176,Mohamed Zine El Abidine,lat,EL ABIDINE|ABIDINE,BDN|BDN,second_republic,Sousse,محمد زين العابدين,BDN,2016,3,False,Sousse
ministers,Q2855981,Ferjani Bel Haj Ammar,lat,BEL AMMAR|AMMAR,BLMR|MR,monarchy,Tunis,الفرجاني بالحاج عمار,MR,1956,3,False,Tunis
ministers,Q28653580,Riadh Mouakher,lat,MOUAKHER,MXR,second_republic,Sfax,رياض المؤخر,MXR,2016,3,False,Sfax
ministers,Q28654181,Slim Khalbous,lat,KHALBOUS,XLBS,second_republic,Nabeul,سليم خلبوس,XLBS,2016,3,False,Nabeul
ministers,Q28714939,Khalil Amiri,lat,AMIRI,MR,second_republic,Tunis,خليل العميري,MR,2016,5,False,Tunis
ministers,Q2875109,Azedine Beschaouch,lat,BESCHAOUCH,BS,ben_ali,Tunis,عز الدين باش شاوش,BS|S,2011,3,False,Tunis
ministers,Q2875109,Azedine Beschaouch,lat,BESCHAOUCH,BS,transition,Tunis,عز الدين باش شاوش,BS|S,2011,3,False,Tunis
ministers,Q2875153,Aziz Djellouli,lat,DJELLOULI,JL,protectorate,Tunis,العزيز الجلولي,JL,1943,2,False,Tunis
ministers,Q2875153,Aziz Djellouli,lat,DJELLOULI,JL,protectorate_end,Tunis,العزيز الجلولي,JL,1943,2,False,Tunis
ministers,Q28869633,Lamia Zribi,lat,ZRIBI,ZRB,second_republic,Béja,لمياء الزريبي,ZRB,2015,3,False,Béja
ministers,Q2893398,Bebia Chihi,lat,CHIHI,SH,ben_ali,Tunis,بابية الشيحي,SH,1999,3,False,Tunis
ministers,Q2912277,Hédi M'henni,lat,M'HENNI,MHN,ben_ali,Monastir,الهادي مهني,MHN,1989,3,False,Monastir
ministers,Q2929679,Béchir Ben Yahmed,lat,BEN YAHMED|YAHMED,BNHMD|HMD,monarchy,Médenine,البشير بن يحمد,BNHMD|HMD,1956,5,False,Médenine
ministers,Q2929686,Béchir M'hedhbi,lat,M'HEDHBI,MHDB,bourguiba,Kairouan,بشير المهذبي,MHDB,1971,3,False,Kairouan
ministers,Q2929698,Béchir Zaâfouri,lat,ZAAFOURI,ZFR,transition,Sidi Bouzid,بشير الزعفوري,ZFR,2012,3,False,Sidi Bouzid
ministers,Q2929705,Béchir Tekkari,lat,TEKKARI,TKR,ben_ali,Monastir,البشير التكاري,TKR,1999,3,False,Monastir
ministers,Q29440996,Ezzeddine Chelbi,lat,CHELBI,SLB,bourguiba,Nabeul,عز الدين الشلبي,SLB,1983,3,False,Nabeul
ministers,Q2947600,Chahida Ben Fraj Bouraoui,lat,BOURAOUI,BR,transition,Monastir,شهيدة بن فرج بوراوي,BR,2011,3,False,Monastir
ministers,Q2947746,Chakir Saheb Ettabaâ,lat,ETTABAA,TB,,,شاكير صاحب الطابع,TB,,0,True,
ministers,Q29577458,Mohamed Ennaceur Jbira,lat,JBIRA,JBR,bourguiba,Kairouan,محمد الناصر جبيرة,JBR,1974,3,False,Kairouan
ministers,Q29577458,Mohamed Ennaceur Jbira,lat,JBIRA,JBR,ben_ali,Kairouan,محمد الناصر جبيرة,JBR,1974,3,False,Kairouan
ministers,Q29577458,Mohamed Ennaceur Jbira,lat,JBIRA,JBR,transition,Kairouan,محمد الناصر جبيرة,JBR,1974,3,False,Kairouan
ministers,Q29577510,Basma Jebali,lat,JEBALI,JBL,second_republic,Médenine,بسمة الجبالي,JBL,2016,3,False,Médenine
ministers,Q29577522,Abderraouf Cherif,lat,CHERIF,SRF,second_republic,Tozeur,عبد الرؤوف الشريف,SRF,2016,3,False,Tozeur
ministers,Q29580351,Mohamed Ben Youssef El Hamdi,lat,EL HAMDI|HAMDI,HMD|HMD,second_republic,Sidi Bouzid,محمد الحامدي,HMD,2020,3,False,Sidi Bouzid
ministers,Q29580435,Hatem Ferjani,lat,FERJANI,FRJN,second_republic,Ben Arous,حاتم الفرجاني,FRJN,2016,5,False,Ben Arous
ministers,Q29580475,Mondher Belhaj Ali,lat,ALI,L,protectorate_end,,المنذر بلحاج علي,BLHJL|L,1954,3,False,
ministers,Q29580479,Mohamed Jalel Ghedira,lat,GHEDIRA,VDR,bourguiba,Monastir,محمد جلال غديرة,VDR,1970,3,False,Monastir
ministers,Q2961945,Chedly Ayari,lat,AYARI,R,bourguiba,Tunis,الشاذلي العياري,R,1969,3,False,Tunis
ministers,Q2961945,Chedly Ayari,lat,AYARI,R,transition,Tunis,الشاذلي العياري,R,1969,3,False,Tunis
