layer,person_id,name_raw,script,surname_candidates,spine_candidates,period,subgroup,name_ar,spine_candidates_ar,first_year,max_rank_level,ever_head_of_government,birth_governorate
ministers,Q3461169,Sadok Chaâbane,lat,CHAABANE,SBN,ben_ali,Sfax,الصادق شعبان,SBN,1989,3,False,Sfax
ministers,Q3461176,Sadok Mokaddem,lat,MOKADDEM,MKDM,protectorate,Tunis,الصادق المقدم,MKDM,1954,3,False,Tunis
ministers,Q3461176,Sadok Mokaddem,lat,MOKADDEM,MKDM,protectorate_end,Tunis,الصادق المقدم,MKDM,1954,3,False,Tunis
ministers,Q3461176,Sadok Mokaddem,lat,MOKADDEM,MKDM,bourguiba,Tunis,الصادق المقدم,MKDM,1954,3,False,Tunis
ministers,Q3469530,Salah Farhat,lat,FARHAT,FRHT,protectorate,Manouba,صالح فرحات,FRHT,1943,3,False,Manouba
ministers,Q3469690,Salem Miladi,lat,MILADI,MLD,ben_ali,Sfax,سالم الميلادي,MLD,2011,3,False,Sfax
ministers,Q3469690,Salem Miladi,lat,MILADI,MLD,transition,Sfax,سالم الميلادي,MLD,2011,3,False,Sfax
ministers,Q3469772,Salim Ben Hamidane,lat,BEN HAMIDANE|HAMIDANE,BNHMDN|HMDN,ben_ali,Médenine,سليم بن حميدان,BNHMDN|HMDN,2011,3,False,Médenine
ministers,Q3469772,Salim Ben Hamidane,lat,BEN HAMIDANE|HAMIDANE,BNHMDN|HMDN,transition,Médenine,سليم بن حميدان,BNHMDN|HMDN,2011,3,False,Médenine
ministers,Q3470003,Salma Hédia Mabrouk,lat,MABROUK,MBRK,bourguiba,Tunis,سلمى مبروك,MBRK,1987,3,False,Tunis
ministers,Q3470837,Samir Dilou,lat,DILOU,DL,ben_ali,Tunis,سمير ديلو,DL,2011,3,False,Tunis
ministers,Q3470837,Samir Dilou,lat,DILOU,DL,transition,Tunis,سمير ديلو,DL,2011,3,False,Tunis
ministers,Q3470845,Samir Lâabidi,lat,LAABIDI,LBD,ben_ali,Gafsa,سمير العبيدي,BD,1999,3,False,Gafsa
ministers,Q3470847,Samir Taïeb,lat,TAIEB,TB,second_republic,Tunis,سمير الطيب,TB,2016,3,False,Tunis
ministers,Q3470859,Samira Merai,lat,MERAI,MR,second_republic,Médenine,سميرة مرعي,MR,2015,3,False,Médenine
ministers,Q3473691,Sarra Kanoun Jarraya,lat,JARRAYA,JR,ben_ali,Sfax,سارة كانون الجراية,JR,1999,3,False,Sfax
ministers,Q3474776,Saïd Aïdi,lat,AIDI,D,ben_ali,,سعيد العايدي,D,2011,3,False,
ministers,Q3474776,Saïd Aïdi,lat,AIDI,D,transition,,سعيد العايدي,D,2011,3,False,
ministers,Q3474776,Saïd Aïdi,lat,AIDI,D,second_republic,,سعيد العايدي,D,2011,3,False,
ministers,Q3483754,Sihem Badi,lat,BADI,BD,ben_ali,Tozeur,سهام بادي,BD,2011,3,False,Tozeur
ministers,Q3483754,Sihem Badi,lat,BADI,BD,transition,Tozeur,سهام بادي,BD,2011,3,False,Tozeur
ministers,Q3486507,Slaheddine Bouguerra,lat,BOUGUERRA,BKR,ben_ali,Kairouan,صلاح الدين بوقرة,BKR,1989,3,False,Kairouan
ministers,Q3486509,Slaheddine Baccouche,lat,BACCOUCHE,BKS,protectorate,Tunis,صلاح الدين البكوش,BKS,1943,0,True,Tunis
ministers,Q3486509,Slaheddine Baccouche,lat,BACCOUCHE,BKS,ben_ali,Tunis,صلاح الدين البكوش,BKS,1943,0,True,Tunis
ministers,Q3486512,Slaheddine Sellami,lat,SELLAMI,SLM,ben_ali,Sfax,صلاح الدين السلامي,SLM,2011,3,False,Sfax
ministers,Q3486512,Slaheddine Sellami,lat,SELLAMI,SLM,transition,Sfax,صلاح الدين السلامي,SLM,2011,3,False,Sfax
ministers,Q3486513,Slaheddine Malouche,lat,MALOUCHE,MLS,ben_ali,Kairouan,صلاح الدين مالوش,MLS,1999,3,False,Kairouan
ministers,Q3486513,Slaheddine Malouche,lat,MALOUCHE,MLS,transition,Kairouan,صلاح الدين مالوش,MLS,1999,3,False,Kairouan
ministers,Q3486675,Slim Besbes,lat,BESBES,BSBS,transition,Tunis,سليم بسباس,BSBS,2011,3,False,Tunis
ministers,Q3486677,Slim Chaker,lat,CHAKER,SKR,ben_ali,Sfax,سليم شاكر,SKR,2011,3,False,Sfax
ministers,Q3486677,Slim Chaker,lat,CHAKER,SKR,transition,Sfax,سليم شاكر,SKR,2011,3,False,Sfax
ministers,Q3486677,Slim Chaker,lat,CHAKER,SKR,second_republic,Sfax,سليم شاكر,SKR,2011,3,False,Sfax
ministers,Q3486689,Slim Tlatli,lat,TLATLI,TLTL,ben_ali,,سليم تلاتلي,TLTL,1999,3,False,
ministers,Q3486705,Slimane Ourak,lat,OURAK,RK,ben_ali,Tunis,سليمان ورق,RK,1999,3,False,Tunis
ministers,Q3490439,Sonia M'Barek,lat,M'BAREK,MBRK,second_republic,Sfax,سنية مبارك,MBRK,2015,3,False,Sfax
ministers,Q3513893,Tahar Zaouche,lat,ZAOUCHE,ZS,protectorate,Tunis,طاهر الزاوش,ZS,1954,3,False,Tunis
ministers,Q3513893,Tahar Zaouche,lat,ZAOUCHE,ZS,protectorate_end,Tunis,طاهر الزاوش,ZS,1954,3,False,Tunis
ministers,Q3515404,Taoufik Baccar,lat,BACCAR,BKR,ben_ali,Tataouine,توفيق بكار,BKR,1999,3,False,Tataouine
ministers,Q3516539,Taïeb Hadhri,lat,HADHRI,HDR,ben_ali,Monastir,الطيب الحضري,HDR,1999,3,False,Monastir
ministers,Q3516540,Taïeb Djellouli,lat,DJELLOULI,JL,protectorate,,محمد الطيب الجلولي,JL,1915,0,True,
ministers,Q3516543,Taïeb Mehiri,lat,MEHIRI,MHR,monarchy,Tunis,الطيب المهيري,MHR,1956,3,False,Tunis
ministers,Q3516543,Taïeb Mehiri,lat,MEHIRI,MHR,bourguiba,Tunis,الطيب المهيري,MHR,1956,3,False,Tunis
ministers,Q3571283,Yadh Ben Achour,lat,BEN ACHOUR|ACHOUR,BNSR|SR,ben_ali,Tunis,عياض بن عاشور,BNSR|SR,1999,3,False,Tunis
ministers,Q3571955,Yassine Brahim,lat,BRAHIM,BRHM,ben_ali,Mahdia,ياسين إبراهيم,BRHM,2011,3,False,Mahdia
ministers,Q3571955,Yassine Brahim,lat,BRAHIM,BRHM,transition,Mahdia,ياسين إبراهيم,BRHM,2011,3,False,Mahdia
ministers,Q3571955,Yassine Brahim,lat,BRAHIM,BRHM,second_republic,Mahdia,ياسين إبراهيم,BRHM,2011,3,False,Mahdia
ministers,Q3572935,Youssef Djaït,lat,DJAIT,JT,protectorate,Tunis,يوسف جعيط,JT,1908,0,True,Tunis
ministers,Q3572957,Youssef Saheb Ettabaâ,lat,ETTABAA,TB,,,يوسف صاحب الطابع,TB,,0,True,
ministers,Q377921,Mohamed Mzali,lat,MZALI,MZL,protectorate,Monastir,محمد مزالي,MZL,1943,0,True,Monastir
ministers,Q377921,Mohamed Mzali,lat,MZALI,MZL,bourguiba,Monastir,محمد مزالي,MZL,1943,0,True,Monastir
ministers,Q379778,Amina Srarfi,lat,SRARFI,SRF,second_republic,Tunis,أمينة الصرارفي,SRF,2021,3,False,Tunis
ministers,Q379778,Amina Srarfi,lat,SRARFI,SRF,saied_exception,Tunis,أمينة الصرارفي,SRF,2021,3,False,Tunis
ministers,Q38213221,Saloua Ayachi Labben,lat,LABBEN,LBN,ben_ali,,سلوى العياشي اللبان,LBN,1999,3,False,
ministers,Q38259407,Néziha Ben Yedder,lat,BEN YEDDER|YEDDER,BNDR|DR,ben_ali,,نزيهة بن يدر,BNDR|DR,1999,3,False,
ministers,Q38346104,Néziha Mezhoud,lat,MEZHOUD,MZHD,ben_ali,,نزيهة مزهود,MZHD,1989,3,False,
ministers,Q3951110,Ismaïl Khelil,lat,KHELIL,XL,bourguiba,Gafsa,إسماعيل خليل,XL,1983,3,False,Gafsa
ministers,Q3951110,Ismaïl Khelil,lat,KHELIL,XL,ben_ali,Gafsa,إسماعيل خليل,XL,1983,3,False,Gafsa
ministers,Q401426,Ahmed Ounaies,lat,OUNAIES,NS,transition,Tunis,أحمد ونيس,NS,2011,3,False,Tunis
ministers,Q4167838,Abdelhamid Escheikh,lat,ESCHEIKH,SX,ben_ali,Tunis,عبد الحميد الشيخ,SX,1988,3,False,Tunis
ministers,Q42311056,Sonia Ben Cheikh,lat,BEN CHEIKH|CHEIKH,BNSX|SX,second_republic,Sfax,سنية بالشيخ,BLSX,2016,3,False,Sfax
ministers,Q431515,Mohamed Ghannouchi,lat,GHANNOUCHI,VNS,bourguiba,Sousse,محمد الغنوشي,VNS,1987,0,True,Sousse
ministers,Q431515,Mohamed Ghannouchi,lat,GHANNOUCHI,VNS,ben_ali,Sousse,محمد الغنوشي,VNS,1987,0,True,Sousse
ministers,Q431848,Moufida Tlatli,lat,TLATLI,TLTL,ben_ali,Tunis,مفيدة التلاتلي,TLTL,2011,3,False,Tunis
ministers,Q431848,Moufida Tlatli,lat,TLATLI,TLTL,transition,Tunis,مفيدة التلاتلي,TLTL,2011,3,False,Tunis
ministers,Q43304124,Slim Feriani,lat,FERIANI,FRN,second_republic,,سليم الفرياني,FRN,2016,3,False,
ministers,Q43654658,Mustapha Masmoudi,lat,MASMOUDI,MSMD,bourguiba,Sfax,مصطفى المصمودي,MSMD,1974,3,False,Sfax
ministers,Q44403762,Monia Ben Jemia,lat,BEN JEMIA|JEMIA,BNJM|JM,second_republic,,مونية بن جميع,BNJM|JM,2016,3,False,
ministers,Q473394,Othman Battikh,lat,BATTIKH,BTX,second_republic,Tunis,عثمان بطيخ,BTX,2015,3,False,Tunis
ministers,Q4845531,Saâdeddine Zmerli,lat,ZMERLI,ZMRL,ben_ali,Tunis,سعد الدين الزمرلي,ZMRL,1988,3,False,Tunis
ministers,Q48757077,Amor Rourou,lat,ROUROU,R,bourguiba,Monastir,عمر رورو,R,1979,3,False,Monastir
ministers,Q495676,Tahar Ben Ammar,lat,BEN AMMAR|AMMAR,BMR|MR,protectorate,Tunis,الطاهر بن عمار,BMR|MR,1954,0,True,Tunis
ministers,Q495676,Tahar Ben Ammar,lat,BEN AMMAR|AMMAR,BMR|MR,protectorate_end,Tunis,الطاهر بن عمار,BMR|MR,1954,0,True,Tunis
ministers,Q495681,M'hamed Chenik,lat,CHENIK,SNK,protectorate,Tunis,محمد شنيق,SNK,1943,0,True,Tunis
ministers,Q496042,Salah Ben Youssef,lat,BEN YOUSSEF|YOUSSEF,BNSF|SF,,Médenine,صالح بن يوسف,BNSF|SF,,3,False,Médenine
ministers,Q496165,Mahmoud Messadi,lat,MESSADI,MSD,bourguiba,Nabeul,محمود المسعدي,MSD,1958,2,False,Nabeul
ministers,Q49691191,Abdelkoddous Saâdaoui,lat,SAADAOUI,SD,second_republic,Kasserine,عبد القدوس السعداوي,SD,2016,5,False,Kasserine
ministers,Q50099224,Lotfi Brahem,lat,BRAHEM,BRHM,second_republic,Sousse,لطفي براهم,BRHM,2016,3,False,Sousse
ministers,Q50285534,Souad Lyagoubi,lat,LYAGOUBI,LKB,bourguiba,Sousse,سعاد اليعقوبي,KB,1983,3,False,Sousse
ministers,Q507856,Habib Boularès,lat,BOULARES,BLRS,bourguiba,Tunis,الحبيب بولعراس,BLRS,1970,3,False,Tunis
ministers,Q507856,Habib Boularès,lat,BOULARES,BLRS,ben_ali,Tunis,الحبيب بولعراس,BLRS,1970,3,False,Tunis
ministers,Q51173119,Sarra Rejeb,lat,REJEB,RJB,second_republic,Tunis,سارة رجب,RJB,2016,3,False,Tunis
ministers,Q51460814,Khaled Kaddour,lat,KADDOUR,KDR,second_republic,Gafsa,خالد قدور,KDR,2016,3,False,Gafsa
ministers,Q517946,Lazhar Karoui Chebbi,lat,CHEBBI,SB,ben_ali,Tozeur,الأزهر القروي الشابي,SB,2011,3,False,Tozeur
ministers,Q517946,Lazhar Karoui Chebbi,lat,CHEBBI,SB,transition,Tozeur,الأزهر القروي الشابي,SB,2011,3,False,Tozeur
ministers,Q52450891,Amel Moussa Belhaj,lat,BELHAJ,BLHJ,second_republic,,آمال بلحاج موسى,BLHJMS|MS,2021,3,False,
ministers,Q52450891,Amel Moussa Belhaj,lat,BELHAJ,BLHJ,saied_exception,,آمال بلحاج موسى,BLHJMS|MS,2021,3,False,
ministers,Q53015850,Marouane Abassi,lat,ABASSI,BS,second_republic,Tunis,مروان العباسي,BS,2018,3,False,Tunis
ministers,Q53025434,Yosra Frawes,lat,FRAWES,FRS,second_republic,Manouba,يسرى فراويس,FRS,2018,3,False,Manouba
ministers,Q54875067,Faouzi Abderrahmane,lat,ABDERRAHMANE,BDRHMN,second_republic,Médenine,فوزي عبد الرحمان,BDRHMN,2016,3,False,Médenine
ministers,Q54875068,Taoufik Cheikhrouhou,lat,CHEIKHROUHOU,SXRH,bourguiba,,توفيق شيخ روحه,SXRH|RH,1987,3,False,
ministers,Q54875068,Taoufik Cheikhrouhou,lat,CHEIKHROUHOU,SXRH,ben_ali,,توفيق شيخ روحه,SXRH|RH,1987,3,False,
ministers,Q54875069,Tahar Azaiez,lat,AZAIEZ,Z,ben_ali,Gabès,الطاهر عزيز,Z,1988,3,False,Gabès
ministers,Q54875074,Tijani Chelli,lat,CHELLI,SL,bourguiba,Nabeul,التيجاني الشلي,SL,1969,3,False,Nabeul
ministers,Q54875075,محمد رشيد كشيش,ar,كشيش,KS,ben_ali,,محمد رشيد كشيش,KS,1999,3,False,
ministers,Q54875084,Salah Ben M'Barka,lat,BEN M'BARKA|M'BARKA,BMBRK|MBRK,bourguiba,Sousse,صالح بن مباركة,BMBRK|MBRK,1983,3,False,Sousse
ministers,Q54875085,محمود الخياري,ar,الخياري,XR,monarchy,,محمود الخياري,XR,1956,3,False,
ministers,Q54875086,Habib Haddad,lat,HADDAD,HD,ben_ali,,الحبيب حداد,HD,1999,3,False,
ministers,Q54875087,محمد النابلي,ar,النابلي,MBL,ben_ali,,محمد النابلي,MBL,1999,3,False,
ministers,Q54875092,صالح الجبالي,ar,الجبالي,JBL,bourguiba,,صالح الجبالي,JBL,1987,3,False,
ministers,Q54875092,صالح الجبالي,ar,الجبالي,JBL,ben_ali,,صالح الجبالي,JBL,1987,3,False,
ministers,Q54875133,محمد رضا كشريد,ar,كشريد,KSRD,ben_ali,,محمد رضا كشريد,KSRD,1999,3,False,
ministers,Q54875134,Habib Touhami,lat,TOUHAMI,THM,bourguiba,Kébili,الحبيب التوهامي,THM,1983,3,False,Kébili
ministers,Q54875178,Khadija Chérif,lat,CHERIF,SRF,ben_ali,Tunis,خديجة الشريف,SRF,2006,3,False,Tunis
ministers,Q55167831,Azzouz Rebaï,lat,REBAI,RB,monarchy,Tunis,عزوز الرباعي,RB,1956,5,False,Tunis
ministers,Q55196894,Abdelmalek Laârif,lat,LAARIF,LRF,ben_ali,,عبد الملك العريف,RF,1988,3,False,
ministers,Q55381692,Omar Béhi,lat,BEHI,BH,second_republic,Tunis,عمر الباهي,BH,2016,3,False,Tunis
ministers,Q55381738,Adel Jarboui,lat,JARBOUI,JRB,second_republic,Sfax,عادل الجربوعي,JRB,2016,5,False,Sfax
ministers,Q55391329,المولدي الزواوي,ar,الزواوي,Z,ben_ali,,المولدي الزواوي,Z,1989,3,False,
ministers,Q55392087,Salah Baccari,lat,BACCARI,BKR,ben_ali,Sidi Bouzid,صالح البكاري,BKR,1989,3,False,Sidi Bouzid
ministers,Q55392091,Hédi Zeghal,lat,ZEGHAL,ZVL,bourguiba,,الهادي الزغل,ZVL,1980,3,False,
ministers,Q55392098,محمد كريم,ar,كريم,KRM,bourguiba,,محمد كريم,KRM,1986,3,False,
ministers,Q55392103,محمد سعد,ar,سعد,SD,ben_ali,,محمد سعد,SD,1989,3,False,
ministers,Q55392107,المنصف بلعيد,ar,بلعيد,BLD,ben_ali,,المنصف بلعيد,BLD,1989,3,False,
ministers,Q55999324,Taoufik Rajhi,lat,RAJHI,RJH,second_republic,Tunis,توفيق الراجحي,RJH,2016,3,False,Tunis
ministers,Q56309568,Hichem Fourati,lat,FOURATI,FRT,second_republic,Tunis,هشام الفراتي,FRT,2016,3,False,Tunis
ministers,Q563204,Mongi Slim,lat,SLIM,SLM,protectorate,Tunis,المنجي سليم,SLM,1954,2,False,Tunis
ministers,Q563204,Mongi Slim,lat,SLIM,SLM,protectorate_end,Tunis,المنجي سليم,SLM,1954,2,False,Tunis
ministers,Q563204,Mongi Slim,lat,SLIM,SLM,monarchy,Tunis,المنجي سليم,SLM,1954,2,False,Tunis
ministers,Q563204,Mongi Slim,lat,SLIM,SLM,bourguiba,Tunis,المنجي سليم,SLM,1954,2,False,Tunis
ministers,Q57699,Hamadi Jebali,lat,JEBALI,JBL,ben_ali,Sousse,حمادي الجبالي,JBL,2011,0,True,Sousse
ministers,Q57699,Hamadi Jebali,lat,JEBALI,JBL,transition,Sousse,حمادي الجبالي,JBL,2011,0,True,Sousse
ministers,Q584073,Abderrazak Kilani,lat,KILANI,KLN,transition,Tunis,عبد الرزاق الكيلاني,KLN,2011,3,False,Tunis
ministers,Q586623,Habib Bourguiba Jr.,lat,JR,JR,bourguiba,,الحبيب بورقيبة الابن,BN,1964,3,False,
ministers,Q60428357,Selim Azzabi,lat,AZZABI,ZB,second_republic,Tunis,سليم العزابي,ZB,2020,3,False,Tunis
ministers,Q60455265,فيصل الحفيان,ar,الحفيان,HFN,second_republic,,فيصل الحفيان,HFN,2016,5,False,
ministers,Q60572709,Tahar Sioud,lat,SIOUD,SD,ben_ali,Mahdia,الطاهر صيود,SD,1989,3,False,Mahdia
ministers,Q60573008,Moncef Mouelhi,lat,MOUELHI,MLH,ben_ali,Tunis,منصف المولهي,MLH,1988,3,False,Tunis
ministers,Q60573013,Mohamed Charfeddine Gallouz,lat,GALLOUZ,KLZ,ben_ali,Bizerte,محمد شرف الدين قلوز,KLZ,1989,3,False,Bizerte
ministers,Q60573369,عبد الرزاق الكافي,ar,الكافي,KF,bourguiba,,عبد الرزاق الكافي,KF,1987,3,False,
ministers,Q60573379,فوزي بالكاهية,ar,بالكاهية,BLKH,ben_ali,,فوزي بالكاهية,BLKH,1991,3,False,
ministers,Q60573385,الطاهر الحاج علي,ar,علي,L,ben_ali,,الطاهر الحاج علي,L,1989,3,False,
ministers,Q60573413,Khalil Laâjimi,lat,LAAJIMI,LJM,ben_ali,Tunis,خليل العجيمي,JM,1999,3,False,Tunis
ministers,Q60573416,الحبيب بن الشيخ,ar,بن الشيخ|الشيخ,BNSX|SX,bourguiba,,الحبيب بن الشيخ,BNSX|SX,1970,5,False,
ministers,Q60573426,الحبيب الأزرق,ar,الأزرق,ZRK,ben_ali,,الحبيب الأزرق,ZRK,1989,3,False,
ministers,Q60573535,Afif Hendaoui,lat,HENDAOUI,HND,ben_ali,Tunis,عفيف الهنداوي,HND,1999,4,False,Tunis
ministers,Q60573536,Fethi Houidi,lat,HOUIDI,HD,ben_ali,Tunis,فتحي الهويدي,HD,1989,4,False,Tunis
ministers,Q60576591,Ahmed Khaled,lat,KHALED,XLD,ben_ali,Sousse,أحمد خالد,XLD,1989,3,False,Sousse
ministers,Q61588042,Mokhtar Hammami,lat,HAMMAMI,HM,second_republic,,مختار الهمامي,HM,2016,3,False,
ministers,Q61598250,Noureddine Selmi,lat,SELMI,SLM,second_republic,Médenine,نور الدين السالمي (سياسي),SLM,2016,3,False,Médenine
ministers,Q62601798,Hédi Mekni,lat,MEKNI,MKN,second_republic,Béja,الهادي الماكني,MKN,2016,3,False,Béja
ministers,Q643348,Habib Bourguiba,lat,BOURGUIBA,BRKB,protectorate_end,Monastir,الحبيب بورقيبة,BRKB,1956,0,True,Monastir
ministers,Q643348,Habib Bourguiba,lat,BOURGUIBA,BRKB,monarchy,Monastir,الحبيب بورقيبة,BRKB,1956,0,True,Monastir
ministers,Q643348,Habib Bourguiba,lat,BOURGUIBA,BRKB,bourguiba,Monastir,الحبيب بورقيبة,BRKB,1956,0,True,Monastir
ministers,Q65130650,Abdellatif Hmam,lat,HMAM,HM,second_republic,Nabeul,عبد اللطيف همام,HM,2016,5,False,Nabeul
ministers,Q653162,Rachid Sfar,lat,SFAR,SFR,bourguiba,Mahdia,رشيد صفر,SFR,1977,0,True,Mahdia
ministers,Q666665,Mohamed Arbi Zarrouk Khaznadar,lat,KHAZNADAR,XZNDR,,Tunis,محمد العربي زروق خزندار,XZNDR,,0,True,Tunis
ministers,Q668526,Noureddine Bhiri,lat,BHIRI,BHR,ben_ali,Sfax,نور الدين البحيري,BHR,2011,3,False,Sfax
ministers,Q668526,Noureddine Bhiri,lat,BHIRI,BHR,transition,Sfax,نور الدين البحيري,BHR,2011,3,False,Sfax
ministers,Q6932968,Muhammed Saadulah,lat,SAADULAH,SDLH,bourguiba,,محمد سعد الله,SDL,1980,2,False,
ministers,Q744499,Mansour Moalla,lat,MOALLA,ML,bourguiba,Sfax,منصور معلى,ML,1969,3,False,Sfax
ministers,Q7480522,Lotfi Ben Jeddou,lat,BEN JEDDOU|JEDDOU,BNJD|JD,transition,Kasserine,لطفي بن جدو,BNJD|JD,2013,3,False,Kasserine
ministers,Q800238,Bahi Ladgham,lat,LADGHAM,LDVM,monarchy,Tunis,الباهي الأدغم,DVM,1956,0,True,Tunis
ministers,Q800238,Bahi Ladgham,lat,LADGHAM,LDVM,bourguiba,Tunis,الباهي الأدغم,DVM,1956,0,True,Tunis
ministers,Q85822499,Thouraya Jeribi Khémiri,lat,KHEMIRI,XMR,second_republic,Tunis,ثريا الجريبي,JRB,2020,3,False,Tunis
ministers,Q86329266,Ali Mrabet,lat,MRABET,MRBT,second_republic,,علي مرابط,MRBT,2021,3,False,
ministers,Q86329266,Ali Mrabet,lat,MRABET,MRBT,saied_exception,,علي مرابط,MRBT,2021,3,False,
ministers,Q86734094,Moncef Sliti,lat,SLITI,SLT,second_republic,Siliana,المنصف السليتي,SLT,2020,3,False,Siliana
ministers,Q88467296,Chiraz Latiri,lat,LATIRI,LTR,second_republic,Sousse,شيراز العتيري,TR,2020,3,False,Sousse
ministers,Q88485687,Hichem Mechichi,lat,MECHICHI,MS,second_republic,Jendouba,هشام المشيشي,MS,2020,0,True,Jendouba
ministers,Q89844681,Imed Hazgui,lat,HAZGUI,HZK,second_republic,Tunis,عماد الحزقي,HZK,2020,3,False,Tunis
ministers,Q89996191,Asma Shiri,lat,SHIRI,SR,second_republic,Siliana,أسماء السحيري,SHR,2020,3,False,Siliana
ministers,Q90570383,Nizar Yaïche,lat,YAICHE,S,second_republic,,نزار يعيش,S,2020,3,False,
ministers,Q90946576,Salah Ben Youssef,lat,BEN YOUSSEF|YOUSSEF,BNSF|SF,protectorate,,صالح بن يوسف,BNSF|SF,1950,3,False,
ministers,Q90946576,Salah Ben Youssef,lat,BEN YOUSSEF|YOUSSEF,BNSF|SF,second_republic,,صالح بن يوسف,BNSF|SF,1950,3,False,
ministers,Q91626084,Noureddine Erray,lat,ERRAY,R,second_republic,Tunis,نور الدين الري,R,2020,3,False,Tunis
ministers,Q91645255,Habib Kchaou,lat,KCHAOU,KS,second_republic,,الحبيب كشو,KS,2020,3,False,
ministers,Q91649459,Oussama Kheriji,lat,KHERIJI,XRJ,second_republic,,أسامة الخريجي,XRJ,2020,3,False,
ministers,Q91669922,Mohamed Fadhel Kraiem,lat,KRAIEM,KRM,bourguiba,Tunis,محمد الفاضل كريّم,KRM,1980,3,False,Tunis
ministers,Q91669922,Mohamed Fadhel Kraiem,lat,KRAIEM,KRM,second_republic,Tunis,محمد الفاضل كريّم,KRM,1980,3,False,Tunis
ministers,Q92199953,Mohamed Msilini,lat,MSILINI,MSLN,second_republic,Gabès,محمد مسيليني,MSLN,2020,3,False,Gabès
ministers,Q92224371,Ayachi Hammami,lat,HAMMAMI,HM,second_republic,,العياشي الهمامي,HM,2020,3,False,
ministers,Q92316785,Slim Choura,lat,CHOURA,SR,second_republic,Sfax,سليم شورى,SR,2020,3,False,Sfax
ministers,Q92332624,Ahmed Gaâloul,lat,GAALOUL,KL,second_republic,Nabeul,أحمد قعلول,KL,2016,3,False,Nabeul
ministers,Q92353813,Selma Ennaifer,lat,ENNAIFER,NFR,second_republic,,سلمى النيفر,NFR,2020,3,False,
ministers,Q92354033,Mohamed Ali Toumi,lat,TOUMI,TM,second_republic,Sfax,محمد علي التومي,TM,2020,3,False,Sfax
ministers,Q9344006,Rachid Sabbagh,lat,SABBAGH,SBV,transition,,رشيد الصباغ,SBV,2013,3,False,
ministers,Q958968,Tarak Dhiab,lat,DHIAB,DB,ben_ali,Tunis,طارق ذياب,DB,2011,3,False,Tunis
ministers,Q958968,Tarak Dhiab,lat,DHIAB,DB,transition,Tunis,طارق ذياب,DB,2011,3,False,Tunis
ministers,Q96473313,Fethi Belhaj,lat,BELHAJ,BLHJ,second_republic,,فتحي بالحاج,BLHJ,2020,3,False,
ministers,Q97961043,Mohamed Ali Bouleymane,lat,BOULEYMANE,BLMN,ben_ali,,محمد علي بوليمان,BLMN,1988,3,False,
ministers,Q980071,Mouldi Kefi,lat,KEFI,KF,ben_ali,Le Kef,المولدي الكافي,KF,2011,3,False,Le Kef
ministers,Q980071,Mouldi Kefi,lat,KEFI,KF,transition,Le Kef,المولدي الكافي,KF,2011,3,False,Le Kef
ministers,Q98828346,Brahim Bartagi,lat,BARTAGI,BRTJ,second_republic,Monastir,إبراهيم البرتاجي,BRTJ,2020,3,False,Monastir
ministers,Q98828355,Taoufik Charfeddine,lat,CHARFEDDINE,SRFDN,second_republic,,توفيق شرف الدين,SRFDN,2020,3,False,
ministers,Q98828355,Taoufik Charfeddine,lat,CHARFEDDINE,SRFDN,saied_exception,,توفيق شرف الدين,SRFDN,2020,3,False,
ministers,Q98828362,Ali Kooli,lat,KOOLI,KL,second_republic,Tunis,علي الكعلي,KL,2020,3,False,Tunis
ministers,Q98828537,Olfa Benouda,lat,BENOUDA,BND,second_republic,,ألفة بن عودة,BND|D,2020,3,False,
ministers,Q98828560,Kamel Deguiche,lat,DEGUICHE,DKS,second_republic,,كمال دقيش,DKS,2020,3,False,
ministers,Q98828560,Kamel Deguiche,lat,DEGUICHE,DKS,saied_exception,,كمال دقيش,DKS,2020,3,False,
ministers,Q98828570,Leïla Jaffel,lat,JAFFEL,JFL,second_republic,Ben Arous,ليلى جفال,JFL,2020,3,False,Ben Arous
ministers,Q98828570,Leïla Jaffel,lat,JAFFEL,JFL,saied_exception,Ben Arous,ليلى جفال,JFL,2020,3,False,Ben Arous
ministers,Q98828591,Mustapha Aroui,lat,AROUI,R,second_republic,Ben Arous,مصطفى العروي,R,2020,3,False,Ben Arous
ministers,Q98828599,Fethi Sellaouti,lat,SELLAOUTI,SLT,second_republic,,فتحي السلاوتي,SLT,2020,3,False,
ministers,Q98828599,Fethi Sellaouti,lat,SELLAOUTI,SLT,saied_exception,,فتحي السلاوتي,SLT,2020,3,False,
ministers,Q98844443,Imen Houimel,lat,HOUIMEL,HML,second_republic,,إيمان هويمل,HML,2020,3,False,
ministers,Q99528084,Mohamed Rachid Kechiche,lat,KECHICHE,KS,ben_ali,,,,1999,3,False,
ministers,Q99539200,Faouzi Mehdi,lat,MEHDI,MHD,second_republic,Sfax,فوزي مهدي,MHD,2020,3,False,Sfax
ministers,Q99541044,Mohamed Ridha Kechrid,lat,KECHRID,KSRD,ben_ali,,,,2004,3,False,
ministers,Q99542892,Salwa Sghayer,lat,SGHAYER,SVR,second_republic,Ben Arous,,,2020,3,False,Ben Arous
ministers,Q99543891,Moncef Belaïd,lat,BELAID,BLD,ben_ali,,,,1988,3,False,
ministers,Q99574115,Mohamed Bousseta,lat,BOUSSETA,BST,second_republic,,محمد بوستة,BST,2020,3,False,
