appointment_id,record_id,cabinet_id,spell_id,cabinet_article,raw_title,person_name,person_wikilink,portfolio,rank,is_interim,start_date,end_date,date_precision,date_basis,source,source_ref,confidence,table_caption,party_raw,replaces,replaced_by,person_id,end_date_unreliable,tenure_days,is_incumbent,portfolio_label,portfolio_power_rank,rank_level,era,president,head_of_government,start_year,appointment_seq,is_first_appointment
A00795,w00302,Gouvernement Essid,TN-15,Gouvernement Essid,Ministre des Domaines de l'État et des Affaires foncières,Hatem El Euchi,Hatem El Euchi,state_property,minister,False,2015-01-01,2016-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Essid,medium,,Union patriotique libre,,,Q24951001,False,365.0,False,State property and land affairs,economic,3,second_republic,Béji Caïd Essebsi,Habib Essid,2015.0,1,True
A00796,d03268,TN-15,TN-15,,ministre des Domaines de l'État,Hatem El Euchi,,state_property,minister,False,2015-02-06,2016-08-27,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q24951001-DEB7CBE6-76D1-4CC0-AFA4-31CA2C2BEB54,high,,,,,Q24951001,False,568.0,False,State property and land affairs,economic,3,second_republic,Béji Caïd Essebsi,Habib Essid,2015.0,2,False
A00797,w00334,Gouvernement Essid,TN-15,Gouvernement Essid,"Secrétaire d'État auprès du ministre de l'Agriculture, des Ressources hydrauliques et de la Pêche chargé de la Pêche",Youssef Chahed,Youssef Chahed,agriculture,secretary_of_state,False,2015-01-01,2016-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Essid,medium,,Nidaa Tounes,,,Q25391268,False,365.0,False,Agriculture and water resources,economic,5,second_republic,Béji Caïd Essebsi,Habib Essid,2015.0,1,True
A00798,w00339,Gouvernement Essid,TN-15,Gouvernement Essid,Ministre des Affaires locales,Youssef Chahed,Youssef Chahed,local_affairs,minister,False,2015-01-01,2016-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Essid,medium,,Nidaa Tounes,,,Q25391268,False,365.0,False,Local affairs and regional development,service,3,second_republic,Béji Caïd Essebsi,Habib Essid,2015.0,2,False
A00799,w01558,Gouvernement Essid,TN-15,حكومة الحبيب الصيد,كاتب الدولة للصيد البحري,يوسف الشاهد,يوسف الشاهد,other,minister,False,2015-02-06,2016-08-27,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_الحبيب_الصيد,medium,,نداء تونس,,,Q25391268,False,568.0,False,,,3,second_republic,Béji Caïd Essebsi,Habib Essid,2015.0,3,False
A00800,w01564,Gouvernement Essid,TN-15,حكومة الحبيب الصيد,وزير الشؤون المحلية,يوسف الشاهد,يوسف الشاهد,local_affairs,minister,False,2015-02-06,2016-08-27,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_الحبيب_الصيد,medium,,نداء تونس,,,Q25391268,False,568.0,False,Local affairs and regional development,service,3,second_republic,Béji Caïd Essebsi,Habib Essid,2015.0,4,False
A00801,w00195,Gouvernement Chahed,TN-16,Gouvernement Chahed,Chef du gouvernement,Youssef Chahed,Youssef Chahed,head_of_government,head_of_government,False,2016-01-01,2020-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Chahed,medium,,Nidaa Tounes,,,Q25391268,False,1461.0,False,Head of government,sovereign,0,second_republic,Béji Caïd Essebsi,Youssef Chahed,2016.0,5,False
A00802,d03173,TN-15,TN-15,,ministre des Affaires locales,Youssef Chahed,,local_affairs,minister,False,2016-01-12,2016-08-27,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q25391268-0e7be01b-46c3-6916-75d2-d20f3ff43764,high,,,,Riadh Mouakher,Q25391268,False,228.0,False,Local affairs and regional development,service,3,second_republic,Béji Caïd Essebsi,Habib Essid,2016.0,6,False
A00803,s00017,TN-16,TN-16,,Head Of Government,Youssef Chahed,Gouvernement Chahed,head_of_government,head_of_government,False,2016-08-27,2020-02-27,day,spine,spine,config/cabinets.yml,high,,,,,Q25391268,False,1279.0,False,Head of government,sovereign,0,second_republic,Béji Caïd Essebsi,Youssef Chahed,2016.0,7,False
A00804,w01405,Gouvernement Chahed,TN-16,حكومة يوسف الشاهد,رئيس الحكومة,يوسف الشاهد,يوسف الشاهد,head_of_government,head_of_government,False,2016-08-27,2020-02-27,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_يوسف_الشاهد,medium,,نداء تونس,,,Q25391268,False,1279.0,False,Head of government,sovereign,0,second_republic,Béji Caïd Essebsi,Youssef Chahed,2016.0,8,False
A00805,d02474,TN-16,TN-16,,chef du gouvernement tunisien,Youssef Chahed,,head_of_government,head_of_government,False,2016-08-27,2020-02-27,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q25391268-2afff7b7-4fde-21b0-d01f-da0c591facb5,high,,,Habib Essid,Elyes Fakhfakh,Q25391268,False,1279.0,False,Head of government,sovereign,0,second_republic,Béji Caïd Essebsi,Youssef Chahed,2016.0,9,False
A00806,w00311,Gouvernement Essid,TN-15,Gouvernement Essid,"Ministre de l'Agriculture, des Ressources hydrauliques et de la Pêche",Saâd Seddik,Saâd Seddik,agriculture,minister,False,2015-01-01,2016-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Essid,medium,,Indépendant,,,Q25391292,False,365.0,False,Agriculture and water resources,economic,3,second_republic,Béji Caïd Essebsi,Habib Essid,2015.0,1,True
A00807,w01535,Gouvernement Essid,TN-15,حكومة الحبيب الصيد,وزير الفلاحة والموارد المائية والصيد البحري,سعد الصديق,سعد الصديق,agriculture,minister,False,2015-02-06,2016-08-27,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_الحبيب_الصيد,medium,,مستقل,,,Q25391292,False,568.0,False,Agriculture and water resources,economic,3,second_republic,Béji Caïd Essebsi,Habib Essid,2015.0,2,False
A00808,d03490,TN-15,TN-15,,ministre de l'Agriculture,Saâd Seddik,,agriculture,minister,False,2015-02-06,2016-08-27,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q25391292-FB78E9C8-258E-4B26-8C91-AC248BB07EBE,high,,,,,Q25391292,False,568.0,False,Agriculture and water resources,economic,3,second_republic,Béji Caïd Essebsi,Habib Essid,2015.0,3,False
A00809,w00322,Gouvernement Essid,TN-15,Gouvernement Essid,Secrétaire d'État auprès du ministre de l'Intérieur chargé des Affaires sécuritaires,Rafik Chelly,Rafik Chelly,interior,secretary_of_state,False,2015-01-01,2016-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Essid,medium,,Indépendant,,,Q25391296,False,365.0,False,Interior,sovereign,5,second_republic,Béji Caïd Essebsi,Habib Essid,2015.0,1,True
A00810,w00329,Gouvernement Essid,TN-15,Gouvernement Essid,Secrétaire d'État auprès du ministre des Affaires sociales chargé de l'Émigration et de l'Intégration sociale,Belgacem Sabri,Belgacem Sabri,social_affairs,secretary_of_state,False,2015-01-01,2016-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Essid,medium,,Indépendant,,,Q25391297,False,365.0,False,Social affairs,social,5,second_republic,Béji Caïd Essebsi,Habib Essid,2015.0,1,True
A00811,w00232,Gouvernement Chahed,TN-16,Gouvernement Chahed,"Secrétaire d'État à la Formation professionnelle, chargée de l'Initiative privée",Sayida Ounissi,Sayida Ounissi,employment_training,secretary_of_state,False,2016-01-01,2020-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Chahed,medium,,Ennahdha,,,Q25453450,False,1461.0,False,Employment and vocational training,social,5,second_republic,Béji Caïd Essebsi,Youssef Chahed,2016.0,1,True
A00812,w00261,Gouvernement Chahed,TN-16,Gouvernement Chahed,Ministre de l'Emploi et de la Formation professionnelle,Sayida Ounissi,Sayida Ounissi,employment_training,minister,False,2016-01-01,2020-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Chahed,medium,,Ennahdha,,,Q25453450,False,1461.0,False,Employment and vocational training,social,3,second_republic,Béji Caïd Essebsi,Youssef Chahed,2016.0,2,False
A00813,w01442,Gouvernement Chahed,TN-16,حكومة يوسف الشاهد,كاتبة دولة مكلفة بالتكوين المهني والمبادرة الخاصة,سيدة الونيسي,سيدة الونيسي,employment_training,minister,False,2016-08-27,2020-02-27,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_يوسف_الشاهد,medium,,حركة النهضة,,,Q25453450,False,1279.0,False,Employment and vocational training,social,3,second_republic,Béji Caïd Essebsi,Youssef Chahed,2016.0,3,False
A00814,w01477,Gouvernement Chahed,TN-16,حكومة يوسف الشاهد,وزير التكوين المهني والتشغيل,سيدة الونيسي,سيدة الونيسي,employment_training,minister,False,2016-08-27,2020-02-27,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_يوسف_الشاهد,medium,,,,,Q25453450,False,1279.0,False,Employment and vocational training,social,3,second_republic,Béji Caïd Essebsi,Youssef Chahed,2016.0,4,False
A00815,w01491,Gouvernement Chahed,TN-16,حكومة يوسف الشاهد,وزيرة التكوين المهني والتشغيل,سيدة الونيسي,سيدة الونيسي,employment_training,minister,False,2016-08-27,2020-02-27,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_يوسف_الشاهد,medium,,حركة النهضة,,,Q25453450,False,1279.0,False,Employment and vocational training,social,3,second_republic,Béji Caïd Essebsi,Youssef Chahed,2016.0,5,False
A00816,d03076,TN-16,TN-16,,ministre de la Formation professionnelle et de l'Emploi,Sayida Ounissi,,employment_training,minister,False,2018-11-14,2019-11-08,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q25453450-6C1DA07D-1FFD-455D-9943-11CFDF592442,high,,,,,Q25453450,False,359.0,False,Employment and vocational training,social,3,second_republic,Béji Caïd Essebsi,Youssef Chahed,2018.0,6,False
A00817,w00332,Gouvernement Essid,TN-15,Gouvernement Essid,Secrétaire d'État auprès du ministre de la Jeunesse et des Sports chargé de la Jeunesse,Chokri Terzi,Chokri Terzi,youth_sports,secretary_of_state,False,2015-01-01,2016-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Essid,medium,,Indépendant,,,Q26505382,False,365.0,False,Youth and sports,social,5,second_republic,Béji Caïd Essebsi,Habib Essid,2015.0,1,True
A00818,w00333,Gouvernement Essid,TN-15,Gouvernement Essid,"Secrétaire d'État auprès du ministre de l'Agriculture, des Ressources hydrauliques et de la Pêche chargée de la Production agricole",Amel Nafti,Amel Nafti,agriculture,secretary_of_state,False,2015-01-01,2016-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Essid,medium,,Indépendante,,,Q26505403,False,365.0,False,Agriculture and water resources,economic,5,second_republic,Béji Caïd Essebsi,Habib Essid,2015.0,1,True
A00819,w00345,Gouvernement Essid,TN-15,Gouvernement Essid,Ministre du Commerce,Mohsen Hassan,Mohsen Hassan,trade,minister,False,2015-01-01,2016-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Essid,medium,,Union patriotique libre,,,Q26505513,False,365.0,False,Trade,economic,3,second_republic,Béji Caïd Essebsi,Habib Essid,2015.0,1,True
A00820,w01569,Gouvernement Essid,TN-15,حكومة الحبيب الصيد,وزيرة التجارة,محسن حسن,محسن حسن,trade,minister,False,2015-02-06,2016-08-27,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_الحبيب_الصيد,medium,,الاتحاد الوطني الحر,,,Q26505513,False,568.0,False,Trade,economic,3,second_republic,Béji Caïd Essebsi,Habib Essid,2015.0,2,False
A00821,d02764,TN-15,TN-15,,ministre du Commerce,Mohsen Hassan,,trade,minister,False,2016-01-12,2016-08-27,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q26505513-3244345A-F097-40BC-B610-A8BE93254515,high,,,,,Q26505513,False,228.0,False,Trade,economic,3,second_republic,Béji Caïd Essebsi,Habib Essid,2016.0,3,False
A00822,d03334,TN-04,TN-04,,gouverneur de la Banque centrale de Tunisie,Mohamed Ghenima,,other,minister,False,1972-03-04,1980-05-07,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q2655671-b99105e3-4dec-feef-23f4-ae8afcf96128,high,,,Ali Zouaoui,Abdelaziz Mathari,Q2655671,False,2986.0,False,,,3,bourguiba,Habib Bourguiba,Hédi Nouira,1972.0,1,True
A00823,w00324,Gouvernement Essid,TN-15,Gouvernement Essid,Secrétaire d'État auprès du ministre des Affaires étrangères,M'hamed Ezzine Chelaifa,M'hamed Ezzine Chelaifa,foreign_affairs,secretary_of_state,False,2015-01-01,2016-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Essid,medium,,Indépendant,,,Q26706675,False,365.0,False,Foreign affairs,sovereign,5,second_republic,Béji Caïd Essebsi,Habib Essid,2015.0,1,True
A00824,w00201,Gouvernement Chahed,TN-16,Gouvernement Chahed,Ministre des Affaires religieuses,Abdeljalil Ben Salem,Abdeljalil Ben Salem,religious_affairs,minister,False,2016-01-01,2020-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Chahed,medium,,Indépendant,,,Q26710667,False,1461.0,False,Religious affairs,social,3,second_republic,Béji Caïd Essebsi,Youssef Chahed,2016.0,1,True
A00825,w01411,Gouvernement Chahed,TN-16,حكومة يوسف الشاهد,وزير الشؤون الدينية,عبد الجليل بن سالم,عبد الجليل بن سالم,religious_affairs,minister,False,2016-08-27,2020-02-27,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_يوسف_الشاهد,medium,,مستقل,,,Q26710667,False,1279.0,False,Religious affairs,social,3,second_republic,Béji Caïd Essebsi,Youssef Chahed,2016.0,2,False
A00826,d03174,TN-16,TN-16,,ministre des Affaires religieuses,Abdeljalil Ben Salem,,religious_affairs,minister,False,2016-08-27,2016-11-04,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q26710667-B23786A5-E7BE-4E82-9BF5-DD6BD6F3632E,high,,,,,Q26710667,False,69.0,False,Religious affairs,social,3,second_republic,Béji Caïd Essebsi,Youssef Chahed,2016.0,3,False
A00827,w00331,Gouvernement Essid,TN-15,Gouvernement Essid,Secrétaire d'État auprès du ministre de la Santé chargé de la Mise à niveau des établissements hospitaliers,Nejmeddine Hamrouni,Nejmeddine Hamrouni,health,secretary_of_state,False,2015-01-01,2016-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Essid,medium,,Ennahdha,,,Q26831315,False,365.0,False,Public health,social,5,second_republic,Béji Caïd Essebsi,Habib Essid,2015.0,1,True
A00828,w00218,Gouvernement Chahed,TN-16,Gouvernement Chahed,Ministre des Technologies de l'information et de l'Économie numérique,Anouar Maârouf,Anouar Maârouf,ict,minister,False,2016-01-01,2020-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Chahed,medium,,Ennahdha,,,Q26834002,False,1461.0,False,Communication technologies and digital economy,service,3,second_republic,Béji Caïd Essebsi,Youssef Chahed,2016.0,1,True
A00829,w01428,Gouvernement Chahed,TN-16,حكومة يوسف الشاهد,وزير تكنولوجيات الاتصال والاقتصاد الرقمي,أنور معروف,أنور معروف,ict,minister,False,2016-08-27,2020-02-27,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_يوسف_الشاهد,medium,,حركة النهضة,,,Q26834002,False,1279.0,False,Communication technologies and digital economy,service,3,second_republic,Béji Caïd Essebsi,Youssef Chahed,2016.0,2,False
A00830,d03269,TN-16,TN-16,,ministre des Technologies de la communication,Anouar Maârouf,,ict,minister,False,2016-08-27,2020-02-27,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q26834002-7B2705F6-B60B-41E1-9934-BA5ED5F38882,high,,,,,Q26834002,False,1279.0,False,Communication technologies and digital economy,service,3,second_republic,Béji Caïd Essebsi,Youssef Chahed,2016.0,3,False
A00831,w00352,Gouvernement Fakhfakh,TN-17,Gouvernement Fakhfakh,"Ministre d'État, ministre du Transport et de la Logistique",Anouar Maârouf,Anouar Maârouf,transport,minister_of_state,False,2020-01-01,2020-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Fakhfakh,medium,,Ennahdha,,,Q26834002,False,0.0,False,Transport,economic,2,second_republic,Kaïs Saïed,Elyès Fakhfakh,2020.0,4,False
A00832,w01578,Gouvernement Fakhfakh,TN-17,حكومة إلياس الفخفاخ,وزير دولة، وزير النقل واللوجستيك,أنور معروف,أنور معروف,transport,minister_of_state,False,2020-02-27,2020-09-02,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_إلياس_الفخفاخ,medium,,حركة النهضة,,,Q26834002,False,188.0,False,Transport,economic,2,second_republic,Kaïs Saïed,Elyès Fakhfakh,2020.0,5,False
A00833,d03077,TN-17,TN-17,,ministre du Transport,Anouar Maârouf,,transport,minister,False,2020-02-27,2020-07-15,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q26834002-E18E93FE-470F-4423-A5BD-9BCBE895C075,high,,,,,Q26834002,False,139.0,False,Transport,economic,3,second_republic,Kaïs Saïed,Elyès Fakhfakh,2020.0,6,False
A00834,w01990,Gouvernement Karoui,TN-09,حكومة حامد القروي,كاتب دولة لدى وزير الشؤون الخارجية مكلف بالشؤون المغاربية,سعيد بن مصطفى,سعيد بن مصطفى,foreign_affairs,secretary_of_state,False,1989-09-27,1999-11-17,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_حامد_القروي,medium,,,,,Q2688070,False,3703.0,False,Foreign affairs,sovereign,5,ben_ali,Zine El Abidine Ben Ali,Hamed Karoui,1989.0,1,True
A00835,w00851,Gouvernement Karoui,TN-09,Gouvernement Karoui,Secrétaire d'État auprès du ministre des Affaires étrangères chargé des Affaires maghrébines,Saïd Ben Mustapha,Saïd Ben Mustapha,foreign_affairs,secretary_of_state,False,1991-11-04,1999-01-01,day,row,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Karoui,medium,Postes remaniés le,,,,Q2688070,False,2615.0,False,Foreign affairs,sovereign,5,ben_ali,Zine El Abidine Ben Ali,Hamed Karoui,1991.0,2,False
A00836,d02964,TN-09,TN-09,,ministre des Affaires étrangères,Saïd Ben Moustapha,,foreign_affairs,minister,False,1997-12-01,1999-11-11,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q2688070-d22b6140-4227-a44a-baf3-6ab7807ccaf9,high,,,Abderrahim Zouari,Habib Ben Yahia,Q2688070,False,710.0,False,Foreign affairs,sovereign,3,ben_ali,Zine El Abidine Ben Ali,Hamed Karoui,1997.0,3,False
A00837,w00210,Gouvernement Chahed,TN-16,Gouvernement Chahed,"Ministre de la Femme, de la Famille et de l'Enfance",Néziha Labidi,Néziha Labidi,women_family,minister,False,2016-01-01,2020-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Chahed,medium,,Al Moubadara,,,Q26905827,False,1461.0,False,"Women, family and childhood",social,3,second_republic,Béji Caïd Essebsi,Youssef Chahed,2016.0,1,True
A00838,w01420,Gouvernement Chahed,TN-16,حكومة يوسف الشاهد,وزيرة المرأة والأسرة والطفولة,نزيهة العبيدي,نزيهة العبيدي,women_family,minister,False,2016-08-27,2020-02-27,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_يوسف_الشاهد,medium,,مستقل,,,Q26905827,False,1279.0,False,"Women, family and childhood",social,3,second_republic,Béji Caïd Essebsi,Youssef Chahed,2016.0,2,False
A00839,d03175,TN-16,TN-16,,ministre des Affaires de la femme,Néziha Labidi,,women_family,minister,False,2016-08-27,2020-02-27,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q26905827-7EB7D6B1-7301-4DBF-B4C1-9157E84EA6D1,high,,,,,Q26905827,False,1279.0,False,"Women, family and childhood",social,3,second_republic,Béji Caïd Essebsi,Youssef Chahed,2016.0,3,False
A00840,w01137,Gouvernement Nouira,TN-04,Gouvernement Nouira,Ministre des Affaires sociales,Farhat Dachraoui,Farhat Dachraoui,social_affairs,minister,False,1971-10-29,1980-01-01,day,row,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Nouira,medium,Postes remaniés le,,,,Q27179077,False,2986.0,False,Social affairs,social,3,bourguiba,Habib Bourguiba,Hédi Nouira,1971.0,1,True
A00841,d03078,TN-04,TN-04,,ministre des Affaires sociales,Farhat Dachraoui,,social_affairs,minister,False,1971-10-29,1974-01-14,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q27179077-1D99F666-7EDF-49A9-A714-4B6D813665E5,high,,,Sadok Ben Jemâa,Mohamed Ennaceur,Q27179077,False,808.0,False,Social affairs,social,3,bourguiba,Habib Bourguiba,Hédi Nouira,1971.0,2,False
A00842,w00202,Gouvernement Chahed,TN-16,Gouvernement Chahed,"Ministre du Développement, de l'Investissement et de la Coopération internationale",Fadhel Abdelkefi,Fadhel Abdelkefi,investment_cooperation,minister,False,2016-01-01,2020-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Chahed,medium,,Indépendant,,,Q27665914,False,1461.0,False,Investment and international cooperation,economic,3,second_republic,Béji Caïd Essebsi,Youssef Chahed,2016.0,1,True
A00843,w01412,Gouvernement Chahed,TN-16,حكومة يوسف الشاهد,وزير التنمية والاستثمار والتعاون الدولي,فاضل عبد الكافي,فاضل عبد الكافي,investment_cooperation,minister,False,2016-08-27,2020-02-27,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_يوسف_الشاهد,medium,,مستقل,,,Q27665914,False,1279.0,False,Investment and international cooperation,economic,3,second_republic,Béji Caïd Essebsi,Youssef Chahed,2016.0,2,False
A00844,d03270,TN-16,TN-16,,ministre du Développement et de la Coopération internationale,Fadhel Abdelkefi,,investment_cooperation,minister,False,2016-08-27,2017-09-12,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q27665914-8C41B35A-DAB8-4EF7-A76F-D93414F4BA2D,high,,,,,Q27665914,False,381.0,False,Investment and international cooperation,economic,3,second_republic,Béji Caïd Essebsi,Youssef Chahed,2016.0,3,False
A00845,d02657,TN-16,TN-16,,ministre des Finances,Fadhel Abdelkefi,,finance,minister,False,2017-04-30,2017-09-12,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q27665914-FC91B6EC-6B8E-4C30-A78C-C4A5168BFA49,high,,,Lamia Zribi,Ridha Chalghoum,Q27665914,False,135.0,False,Finance,sovereign,3,second_republic,Béji Caïd Essebsi,Youssef Chahed,2017.0,4,False
A00846,w00205,Gouvernement Chahed,TN-16,Gouvernement Chahed,Ministre de l'Emploi et de la Formation professionnelle,Imed Hammami,Imed Hammami,employment_training,minister,False,2016-01-01,2020-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Chahed,medium,,Ennahdha,,,Q27666209,False,1461.0,False,Employment and vocational training,social,3,second_republic,Béji Caïd Essebsi,Youssef Chahed,2016.0,1,True
A00847,w00245,Gouvernement Chahed,TN-16,Gouvernement Chahed,Ministre de l'Industrie et des PME,Imed Hammami,Imed Hammami,industry_energy,minister,False,2016-01-01,2020-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Chahed,medium,,Ennahdha,,,Q27666209,False,1461.0,False,"Industry, energy and mines",economic,3,second_republic,Béji Caïd Essebsi,Youssef Chahed,2016.0,2,False
A00848,w01415,Gouvernement Chahed,TN-16,حكومة يوسف الشاهد,وزير التشغيل والتكوين المهني,عماد الحمامي,عماد الحمامي,employment_training,minister,False,2016-08-27,2020-02-27,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_يوسف_الشاهد,medium,,حركة النهضة,,,Q27666209,False,1279.0,False,Employment and vocational training,social,3,second_republic,Béji Caïd Essebsi,Youssef Chahed,2016.0,3,False
A00849,w01457,Gouvernement Chahed,TN-16,حكومة يوسف الشاهد,وزير الصناعة والمؤسسات الصغرى والمتوسطة,عماد الحمامي,عماد الحمامي,industry_energy,minister,False,2016-08-27,2020-02-27,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_يوسف_الشاهد,medium,,,,,Q27666209,False,1279.0,False,"Industry, energy and mines",economic,3,second_republic,Béji Caïd Essebsi,Youssef Chahed,2016.0,4,False
A00850,w01469,Gouvernement Chahed,TN-16,حكومة يوسف الشاهد,وزير الصحة,عماد الحمامي,عماد الحمامي,health,minister,False,2016-08-27,2020-02-27,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_يوسف_الشاهد,medium,,,,,Q27666209,False,1279.0,False,Public health,social,3,second_republic,Béji Caïd Essebsi,Youssef Chahed,2016.0,5,False
A00851,d03079,TN-16,TN-16,,ministre de la Formation professionnelle et de l'Emploi,Imed Hammami,,employment_training,minister,False,2016-08-27,2017-09-06,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q27666209-AB35B645-13E9-4E2A-B526-19544000047C,high,,,,,Q27666209,False,375.0,False,Employment and vocational training,social,3,second_republic,Béji Caïd Essebsi,Youssef Chahed,2016.0,6,False
A00852,d03493,TN-16,TN-16,,ministre de l'Industrie,Imed Hammami,,industry_energy,minister,False,2017-09-12,2017-11-18,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q27666209-66F09D20-6B26-4F53-8EFD-064BBB8DA7BA,high,,,Zied Ladhari,Slim Feriani,Q27666209,False,67.0,False,"Industry, energy and mines",economic,3,second_republic,Béji Caïd Essebsi,Youssef Chahed,2017.0,7,False
A00853,d03372,TN-16,TN-16,,ministre de la Santé,Imed Hammami,,health,minister,False,2017-11-18,2018-11-14,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q27666209-523C7E5C-51A5-4D5C-9737-B20BEC9A4C12,high,,,Mohamed Trabelsi,Abderraouf Cherif,Q27666209,False,361.0,False,Public health,social,3,second_republic,Béji Caïd Essebsi,Youssef Chahed,2017.0,8,False
A00854,w00507,Gouvernement Ghannouchi I,TN-10,Gouvernement Ghannouchi I,"Secrétaire d'État auprès de la ministre de l'Équipement, de l'Habitat et de l'Aménagement du territoire",Kamel Ayadi,Kamel Ayadi,equipment_housing,secretary_of_state,False,2004-11-11,2011-01-01,day,row,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Ghannouchi_I,medium,Postes remaniés le,,,,Q27756614,False,2242.0,False,"Equipment, housing and infrastructure",economic,5,ben_ali,Zine El Abidine Ben Ali,Mohamed Ghannouchi,2004.0,1,True
A00855,w00347,Gouvernement Essid,TN-15,Gouvernement Essid,"Ministre de la Fonction publique, de la Gouvernance et de la Lutte contre la corruption",Kamel Ayadi,Kamel Ayadi,public_service_governance,minister,False,2015-01-01,2016-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Essid,medium,,Indépendant,,,Q27756614,False,365.0,False,"Public service, administrative reform and governance",service,3,second_republic,Béji Caïd Essebsi,Habib Essid,2015.0,2,False
A00856,w00219,Gouvernement Chahed,TN-16,Gouvernement Chahed,"Ministre de la Fonction publique, de la Gouvernance et de la Lutte contre la corruption",Abid Briki,Abid Briki,public_service_governance,minister,False,2016-01-01,2020-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Chahed,medium,,Indépendant,,,Q27756642,False,1461.0,False,"Public service, administrative reform and governance",service,3,second_republic,Béji Caïd Essebsi,Youssef Chahed,2016.0,1,True
