appointment_id,record_id,cabinet_id,spell_id,cabinet_article,raw_title,person_name,person_wikilink,portfolio,rank,is_interim,start_date,end_date,date_precision,date_basis,source,source_ref,confidence,table_caption,party_raw,replaces,replaced_by,person_id,end_date_unreliable,tenure_days,is_incumbent,portfolio_label,portfolio_power_rank,rank_level,era,president,head_of_government,start_year,appointment_seq,is_first_appointment
A00857,w00224,Gouvernement Chahed,TN-16,Gouvernement Chahed,Secrétaire d'État au Commerce,Fayçal Hafiane,Fayçal Hafiane,trade,secretary_of_state,False,2016-01-01,2020-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Chahed,medium,,Nidaa Tounes,,,Q27756712,False,1461.0,False,Trade,economic,5,second_republic,Béji Caïd Essebsi,Youssef Chahed,2016.0,1,True
A00858,w02028,Gouvernement Karoui,TN-09,حكومة حامد القروي,وزير السياحة والصناعات التقليدية,صلاح الدين معاوي,صلاح الدين معاوي,tourism_handicrafts,minister,False,1989-09-27,1999-11-17,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_حامد_القروي,medium,,,,,Q27756741,False,3703.0,False,Tourism and handicrafts,economic,3,ben_ali,Zine El Abidine Ben Ali,Hamed Karoui,1989.0,1,True
A00859,w00889,Gouvernement Karoui,TN-09,Gouvernement Karoui,Ministre du Tourisme et de l'Artisanat,Slaheddine Maaoui,Slaheddine Maaoui,tourism_handicrafts,minister,False,1995-01-25,1999-01-01,day,row,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Karoui,medium,Postes remaniés le,,,,Q27756741,False,1437.0,False,Tourism and handicrafts,economic,3,ben_ali,Zine El Abidine Ben Ali,Hamed Karoui,1995.0,2,False
A00860,d03494,TN-09,TN-09,,ministre du Tourisme,Slaheddine Maaoui,,tourism_handicrafts,minister,False,1995-01-25,2001-01-24,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q27756741-739698F6-A3EC-463B-A221-904BDB0B6C0C,high,,,,,Q27756741,False,2191.0,False,Tourism and handicrafts,economic,3,ben_ali,Zine El Abidine Ben Ali,Hamed Karoui,1995.0,3,False
A00861,w00453,Gouvernement Ghannouchi I,TN-10,Gouvernement Ghannouchi I,"Ministre délégué auprès du Premier ministre, chargé des Droits de l'homme, de la Communication et des Relations avec la Chambre des députés",Slaheddine Maaoui,Slaheddine Maaoui,information_media,delegate_minister,False,1999-01-01,2011-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Ghannouchi_I,medium,,,,,Q27756741,False,4383.0,False,Information and media,service,4,ben_ali,Zine El Abidine Ben Ali,Mohamed Ghannouchi,1999.0,4,False
A00862,w00401,Gouvernement Ghannouchi I,TN-10,Gouvernement Ghannouchi I,"Ministre du Tourisme, des Loisirs et de l'Artisanat",Slaheddine Maaoui,Slaheddine Maaoui,tourism_handicrafts,minister,False,1999-11-17,2011-01-01,day,row,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Ghannouchi_I,medium,Composition le,RCD,,,Q27756741,False,4063.0,False,Tourism and handicrafts,economic,3,ben_ali,Zine El Abidine Ben Ali,Mohamed Ghannouchi,1999.0,5,False
A00863,w01666,Gouvernement Ghannouchi I,TN-10,حكومة محمد الغنوشي الأولى,وزير منتدب لدى الوزير الأول مكلف بحقوق الإنسان والاتصال والعلاقة مع مجلس النواب,صلاح الدين معاوي,صلاح الدين معاوي,relations_parliament,delegate_minister,False,1999-11-17,2011-02-27,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_محمد_الغنوشي_الأولى,medium,,,,,Q27756741,False,4120.0,False,Relations with parliament and constitutional bodies,service,4,ben_ali,Zine El Abidine Ben Ali,Mohamed Ghannouchi,1999.0,6,False
A00864,w00348,Gouvernement Essid,TN-15,Gouvernement Essid,Ministre auprès du chef du gouvernement chargé des Relations avec l'Assemblée des représentants du peuple,Khaled Chouket,Khaled Chouket,presidency_affairs,minister,False,2015-01-01,2016-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Essid,medium,,Nidaa Tounes,,,Q27758476,False,365.0,False,Presidency / premiership affairs,service,3,second_republic,Béji Caïd Essebsi,Habib Essid,2015.0,1,True
A00865,w01574,Gouvernement Essid,TN-15,حكومة الحبيب الصيد,وزير لدى رئيس الحكومة مكلف بالعلاقات مع مجلس نواب الشعب والناطق الرسمي للحكومة التونسية,خالد شوكات,خالد شوكات,presidency_affairs,head_of_government,False,2015-02-06,2016-08-27,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_الحبيب_الصيد,medium,,نداء تونس,,,Q27758476,False,568.0,False,Presidency / premiership affairs,service,0,second_republic,Béji Caïd Essebsi,Habib Essid,2015.0,2,False
A00866,d02484,TN-15,TN-15,,porte-parole du gouvernement tunisien,Khaled Chouket,,other,minister,False,2016-01-06,2018-11-05,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q27758476-E45D401A-D03C-4D5A-907E-DE04C5951744,high,,,,,Q27758476,False,1034.0,False,,,3,second_republic,Béji Caïd Essebsi,Habib Essid,2016.0,3,False
A00867,w00227,Gouvernement Chahed,TN-16,Gouvernement Chahed,"Secrétaire d'État auprès de la ministre de la Jeunesse et des Sports, chargée de la Jeunesse",Faten Kallel,Faten Kallel,youth_sports,secretary_of_state,False,2016-01-01,2020-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Chahed,medium,,Afek Tounes,,,Q27999577,False,1461.0,False,Youth and sports,social,5,second_republic,Béji Caïd Essebsi,Youssef Chahed,2016.0,1,True
A00868,d03495,TN-10,TN-10,,présidente de l'Association tunisienne des femmes démocrates,Sana Ben Achour,,women_family,minister,False,2008-11-01,2012-01-01,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q28018980-01622c66-4120-d23c-f202-286d06e7abfe,high,,,Khadija Chérif,Ahlem Belhadj,Q28018980,False,1156.0,False,"Women, family and childhood",social,3,ben_ali,Zine El Abidine Ben Ali,Mohamed Ghannouchi,2008.0,1,True
A00869,w00208,Gouvernement Chahed,TN-16,Gouvernement Chahed,Ministre des Affaires sociales,Mohamed Trabelsi,Mohamed Trabelsi (homme politique),social_affairs,minister,False,2016-01-01,2020-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Chahed,medium,,Indépendant,,,Q28105062,False,1461.0,False,Social affairs,social,3,second_republic,Béji Caïd Essebsi,Youssef Chahed,2016.0,1,True
A00870,w01418,Gouvernement Chahed,TN-16,حكومة يوسف الشاهد,وزير الشؤون الاجتماعية,محمد الطرابلسي,محمد الطرابلسي,social_affairs,minister,False,2016-08-27,2020-02-27,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_يوسف_الشاهد,medium,,مستقل,,,Q28105062,False,1279.0,False,Social affairs,social,3,second_republic,Béji Caïd Essebsi,Youssef Chahed,2016.0,2,False
A00871,d03080,TN-16,TN-16,,ministre des Affaires sociales,Mohamed Trabelsi,,social_affairs,minister,False,2016-08-27,2020-02-27,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q28105062-24A28501-379A-4B02-A117-ADCF49C7022E,high,,,,,Q28105062,False,1279.0,False,Social affairs,social,3,second_republic,Béji Caïd Essebsi,Youssef Chahed,2016.0,3,False
A00872,d03373,TN-16,TN-16,,ministre de la Santé,Mohamed Trabelsi,,health,minister,False,2017-11-07,2017-11-18,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q28105062-02180134-BF2D-4725-A82F-3B3C0FB01FDF,high,,,Slim Chaker,Imed Hammami,Q28105062,False,11.0,False,Public health,social,3,second_republic,Béji Caïd Essebsi,Youssef Chahed,2017.0,4,False
A00873,w00989,Gouvernement Mechichi,TN-18,Gouvernement Mechichi,Ministre des Affaires sociales,Mohamed Trabelsi,Mohamed Trabelsi (homme politique),social_affairs,minister,False,2020-01-01,2021-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Mechichi,medium,,Indépendant,,,Q28105062,False,366.0,False,Social affairs,social,3,second_republic,Kaïs Saïed,Hichem Mechichi,2020.0,5,False
A00874,w01014,Gouvernement Mechichi,TN-18,Gouvernement Mechichi,Ministre des Affaires socialesMinistre de la Santé (intérim),Mohamed Trabelsi,Mohamed Trabelsi (homme politique),social_affairs,minister,False,2020-01-01,2021-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Mechichi,medium,,Indépendant,,,Q28105062,False,366.0,False,Social affairs,social,3,second_republic,Kaïs Saïed,Hichem Mechichi,2020.0,6,False
A00875,w02142,Gouvernement Mechichi,TN-18,حكومة هشام المشيشي,وزير الشؤون الاجتماعية,محمد الطرابلسي,محمد الطرابلسي,social_affairs,minister,False,2020-09-02,2021-10-11,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_هشام_المشيشي,medium,,,,,Q28105062,False,404.0,False,Social affairs,social,3,second_republic,Kaïs Saïed,Hichem Mechichi,2020.0,7,False
A00876,d03081,TN-18,TN-18,,ministre des Affaires sociales,Mohamed Trabelsi,,social_affairs,minister,False,2020-09-02,2021-10-11,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q28105062-D834E0B6-214B-4A67-8FF9-B2C1E53FE7C9,high,,,,,Q28105062,False,404.0,False,Social affairs,social,3,second_republic,Kaïs Saïed,Hichem Mechichi,2020.0,8,False
A00877,d03374,TN-18,TN-18,,ministre de la Santé,Mohamed Trabelsi,,health,minister,False,2021-07-20,2021-08-06,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q28105062-DC6A626C-8D0B-4D37-AE2E-C1D2D71C2557,high,,,,,Q28105062,False,17.0,False,Public health,social,3,second_republic,Kaïs Saïed,Hichem Mechichi,2021.0,9,False
A00878,w00710,Gouvernement Jebali,TN-12,Gouvernement Jebali,Ministre de l'Intérieur,Ali Larayedh,Ali Larayedh,interior,minister,False,2011-01-01,2013-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Jebali,medium,,Ennahdha,,,Q281184,False,731.0,False,Interior,sovereign,3,ben_ali,Zine El Abidine Ben Ali,Hamadi Jebali,2011.0,1,True
A00879,w01823,Gouvernement Jebali,TN-12,حكومة حمادي الجبالي,وزير الداخلية,علي لعريض,علي العريض,interior,minister,False,2011-12-24,2013-03-13,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_حمادي_الجبالي,medium,,حركة النهضة,,,Q281184,False,445.0,False,Interior,sovereign,3,transition,Moncef Marzouki,Hamadi Jebali,2011.0,2,False
A00880,d02851,TN-12,TN-12,,ministre de l'Intérieur,Ali Larayedh,,interior,minister,False,2011-12-24,2013-03-13,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q281184-8FA94082-33E6-4A31-BD04-757B9FB34E7B,high,,,Habib Essid,Lotfi Ben Jeddou,Q281184,False,445.0,False,Interior,sovereign,3,transition,Moncef Marzouki,Hamadi Jebali,2011.0,3,False
A00881,w00951,Gouvernement Larayedh,TN-13,Gouvernement Larayedh,Chef du gouvernement,Ali Larayedh,Ali Larayedh,head_of_government,head_of_government,False,2013-01-01,2014-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Larayedh,medium,,Ennahdha,,,Q281184,False,365.0,False,Head of government,sovereign,0,transition,Moncef Marzouki,Ali Larayedh,2013.0,4,False
A00882,s00014,TN-13,TN-13,,Head Of Government,Ali Larayedh,Gouvernement Ali Larayedh,head_of_government,head_of_government,False,2013-03-13,2014-01-29,day,spine,spine,config/cabinets.yml,high,,,,,Q281184,False,322.0,False,Head of government,sovereign,0,transition,Moncef Marzouki,Ali Larayedh,2013.0,5,False
A00883,w02088,Gouvernement Larayedh,TN-13,حكومة علي العريض,رئيس الحكومة,علي العريض,علي العريض,head_of_government,head_of_government,False,2013-03-13,2014-01-29,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_علي_العريض,medium,,حركة النهضة,,,Q281184,False,322.0,False,Head of government,sovereign,0,transition,Moncef Marzouki,Ali Larayedh,2013.0,6,False
A00884,d02485,TN-13,TN-13,,chef du gouvernement tunisien,Ali Larayedh,,head_of_government,head_of_government,False,2013-03-13,2014-01-29,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q281184-ae46e2ab-407a-12fe-0963-827a9865a4ca,high,,,Hamadi Jebali,Mehdi Jomaa,Q281184,False,322.0,False,Head of government,sovereign,0,transition,Moncef Marzouki,Ali Larayedh,2013.0,7,False
A00885,w01202,Gouvernement Nouira,TN-04,Gouvernement Nouira,Ministre de l'Enseignement supérieur,Abdelaziz Ben Dhia,Abdelaziz Ben Dhia,higher_education,minister,False,1978-09-20,1980-01-01,day,row,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Nouira,medium,Postes remaniés le,,,,Q282026,False,468.0,False,Higher education and scientific research,social,3,bourguiba,Habib Bourguiba,Hédi Nouira,1978.0,1,True
A00886,d02966,TN-04,TN-04,,ministre de l'Enseignement supérieur,Abdelaziz Ben Dhia,,higher_education,minister,False,1978-09-20,1986-07-30,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q282026-d5aedd6d-41ab-1887-9b98-7d98e313a964,high,,,,Amor Chadli,Q282026,False,2870.0,False,Higher education and scientific research,social,3,bourguiba,Habib Bourguiba,Hédi Nouira,1978.0,2,False
A00887,w01045,Gouvernement Mohamed Mzali,TN-05,Gouvernement Mohamed Mzali,Ministre de l'Enseignement supérieur et de la Recherche scientifique,Abdelaziz Ben Dhia,Abdelaziz Ben Dhia,higher_education,minister,False,1980-04-23,1986-01-01,day,row,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Mohamed_Mzali,medium,Composition le,PSD,,,Q282026,False,2079.0,False,Higher education and scientific research,social,3,bourguiba,Habib Bourguiba,Mohamed Mzali,1980.0,3,False
A00888,w02166,Gouvernement Mohamed Mzali,TN-05,حكومة محمد مزالي,وزير التعليم العالي والبحث العلمي,عبد العزيز بن ضياء,عبد العزيز بن ضياء,higher_education,minister,False,1980-04-23,1986-07-08,day,row,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_محمد_مزالي,medium,تركيبة الحكومة في 23 أبريل 1980,,,,Q282026,False,2267.0,False,Higher education and scientific research,social,3,bourguiba,Habib Bourguiba,Mohamed Mzali,1980.0,4,False
A00889,d02766,TN-05,TN-05,,ministre de l'Éducation,Abdelaziz Ben Dhia,,education,minister,False,1986-05-05,1986-07-30,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q282026-DF4ADC9E-5F91-4500-963F-F14B2DFFB58E,high,,,,,Q282026,False,86.0,False,Education,social,3,bourguiba,Habib Bourguiba,Mohamed Mzali,1986.0,5,False
A00890,w01096,Gouvernement Mohamed Mzali,TN-05,Gouvernement Mohamed Mzali,Ministre de l'Éducation nationale,Abdelaziz Ben Dhia,Abdelaziz Ben Dhia,education,minister,False,1986-05-06,,day,row,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Mohamed_Mzali,medium,Postes remaniés le,,,,Q282026,True,14722.0,True,Education,social,3,bourguiba,Habib Bourguiba,Mohamed Mzali,1986.0,6,False
A00891,d03082,TN-06,TN-06,,ministre des Affaires sociales,Abdelaziz Ben Dhia,,social_affairs,minister,False,1986-07-30,1987-04-04,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q282026-2A7B5032-9EF2-4629-9177-D2B758CF6343,high,,,,,Q282026,False,248.0,False,Social affairs,social,3,bourguiba,Habib Bourguiba,Rachid Sfar,1986.0,7,False
A00892,d03176,TN-06,TN-06,,ministre de la Culture,Abdelaziz Ben Dhia,,culture,minister,False,1987-09-29,1987-10-02,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q282026-732FCE85-AE93-469C-A7EA-3FC66F89F41A,high,,,,,Q282026,False,3.0,False,Cultural affairs,social,3,bourguiba,Habib Bourguiba,Rachid Sfar,1987.0,8,False
A00893,w01983,Gouvernement Karoui,TN-09,حكومة حامد القروي,وزير الدفاع الوطني,عبد العزيز بن ضياء,عبد العزيز بن ضياء,defence,minister,False,1989-09-27,1999-11-17,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_حامد_القروي,medium,,,,,Q282026,False,3703.0,False,Defence,sovereign,3,ben_ali,Zine El Abidine Ben Ali,Hamed Karoui,1989.0,9,False
A00894,d02765,TN-09,TN-09,,ministre de la Défense,Abdelaziz Ben Dhia,,defence,minister,False,1991-10-10,1996-06-13,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q282026-0AA31474-BE25-43F0-9F14-4E6F7964D5AD,high,,,,,Q282026,False,1708.0,False,Defence,sovereign,3,ben_ali,Zine El Abidine Ben Ali,Hamed Karoui,1991.0,10,False
A00895,w00844,Gouvernement Karoui,TN-09,Gouvernement Karoui,Ministre de la Défense nationale,Abdelaziz Ben Dhia,Abdelaziz Ben Dhia,defence,minister,False,1991-10-11,1999-01-01,day,row,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Karoui,medium,Postes remaniés le,,,,Q282026,False,2639.0,False,Defence,sovereign,3,ben_ali,Zine El Abidine Ben Ali,Hamed Karoui,1991.0,11,False
A00896,w00151,Gouvernement Bourguiba II,TN-01,Gouvernement Bourguiba II,"Secrétaire d'État aux Postes, Télégraphes et Téléphones",Abdallah Farhat,Abdallah Farhat,other,secretary_of_state,False,1964-11-12,1969-01-01,day,row,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Bourguiba_II,medium,Composition du,PSD,,,Q2820925,False,1511.0,False,,,5,bourguiba,Habib Bourguiba,Habib Bourguiba,1964.0,1,True
A00897,w01359,Gouvernement Bourguiba II,TN-01,حكومة الحبيب بورقيبة الثانية,وزير البريد والبرق والهاتف,عبد الله فرحات,عبد الله فرحات,other,minister,False,1964-11-12,,day,row,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_الحبيب_بورقيبة_الثانية,medium,تركيبة الحكومة في 12 نوفمبر 1964,,,,Q2820925,True,22567.0,True,,,3,bourguiba,Habib Bourguiba,Habib Bourguiba,1964.0,2,False
A00898,w00159,Gouvernement Bourguiba II,TN-01,Gouvernement Bourguiba II,Secrétaire d'État à l'Agriculture,Abdallah Farhat,Abdallah Farhat,agriculture,secretary_of_state,False,1969-09-08,,day,row,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Bourguiba_II,medium,Composition du,PSD,,,Q2820925,True,20806.0,True,Agriculture and water resources,economic,5,bourguiba,Habib Bourguiba,Habib Bourguiba,1969.0,3,False
A00899,w01367,Gouvernement Bourguiba II,TN-01,حكومة الحبيب بورقيبة الثانية,وزير الفلاحة,عبد الله فرحات,عبد الله فرحات,agriculture,minister,False,1969-09-08,,day,row,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_الحبيب_بورقيبة_الثانية,medium,تركيبة الحكومة في 8 سبتمبر 1969,,,,Q2820925,True,20806.0,True,Agriculture and water resources,economic,3,bourguiba,Habib Bourguiba,Habib Bourguiba,1969.0,4,False
